Distance Sea Floor [m]	Height DOM [m]	Time of Arrival [s]	Angle of Departure [degrees]	Angle of Arrival [degrees]
600.0	3.0	0.383222669	0.187426701	-0.108501285
600.0	100.0	0.388403058	-8.99661064	-9.36757565
600.0	200.0	0.403782696	-17.9899025	-18.3611355
600.0	300.0	0.428294659	-26.1484604	-26.519949
600.0	400.0	0.460511148	-33.3042221	-33.6759567
600.0	500.0	0.498969197	-39.4489212	-39.8209076
600.0	600.0	0.542367637	-44.669136	-45.0413628
600.0	700.0	0.589639604	-49.0897026	-49.4621773
700.0	3.0	0.447092414	0.217768893	-0.217002302
700.0	100.0	0.451602578	-7.67143822	-8.10426712
700.0	200.0	0.46495831	-15.5001459	-15.9332695
700.0	300.0	0.486456871	-22.7727146	-23.2061272
700.0	400.0	0.515104413	-29.3411942	-29.7748947
700.0	500.0	0.549809456	-35.156395	-35.5903778
700.0	600.0	0.589526117	-40.2409592	-40.6752319
700.0	700.0	0.633333683	-44.6583633	-45.0929146
800.0	3.0	0.510962725	0.249185205	-0.217001855
800.0	100.0	0.514976382	-6.66435289	-7.15906191
800.0	200.0	0.526790857	-13.5847149	-14.0797348
800.0	300.0	0.545920372	-20.1181812	-20.6135216
800.0	400.0	0.571654201	-26.1434975	-26.6391621
800.0	500.0	0.603169441	-31.6010666	-32.0970535
800.0	600.0	0.639633715	-36.4824486	-36.9787636
800.0	700.0	0.680271268	-40.8141785	-41.3108177
900.0	3.0	0.574832618	0.280601352	-0.21700123
900.0	100.0	0.578466475	-5.87132311	-6.4279213
900.0	200.0	0.589073062	-12.0663996	-12.6233234
900.0	300.0	0.60630244	-17.9824715	-18.5397434
900.0	400.0	0.629633427	-23.5222244	-24.0798588
900.0	500.0	0.658437014	-28.6277122	-29.1857071
900.0	600.0	0.69204998	-33.276741	-33.8351021
900.0	700.0	0.729826927	-37.4747353	-38.0334625
1000.0	3.0	0.638702035	0.312017232	-0.217000395
1000.0	100.0	0.642038226	-5.22908497	-5.84760189
1000.0	200.0	0.65167594	-10.8331308	-11.4519691
1000.0	300.0	0.66735363	-16.2298431	-16.8490562
1000.0	400.0	0.688681066	-21.3413181	-21.9609261
1000.0	500.0	0.715169787	-26.1154423	-26.7354488
1000.0	600.0	0.746288776	-30.5250931	-31.1455021
1000.0	700.0	0.781502485	-34.5642128	-35.1850281
1100.0	3.0	0.702571571	0.342358917	-0.325500429
1100.0	100.0	0.705669641	-4.69701004	-5.37746
1100.0	200.0	0.714514971	-9.81093502	-10.4916964
1100.0	300.0	0.728906393	-14.7668314	-15.4479942
1100.0	400.0	0.748544335	-19.5020409	-20.1836281
1100.0	500.0	0.773045242	-23.9711876	-24.6532135
1100.0	600.0	0.801980138	-28.1465702	-28.8290329
1100.0	700.0	0.834904552	-32.0163193	-32.6992264
1200.0	3.0	0.766440988	0.373774529	-0.325499058
1200.0	100.0	0.769346297	-4.2478323	-4.99023485
1200.0	200.0	0.777532935	-8.94917393	-9.69186878
1200.0	300.0	0.790843308	-13.5274391	-14.2705593
1200.0	400.0	0.809041977	-17.9318275	-18.6753998
1200.0	500.0	0.83182478	-22.1233864	-22.8674278
1200.0	600.0	0.858841479	-26.0758133	-26.8203316
1200.0	700.0	0.889722109	-29.7747097	-30.5197086
1300.0	3.0	0.830309927	0.405189842	-0.325497448
1300.0	100.0	0.833057106	-3.86258173	-4.66696501
1300.0	200.0	0.840689421	-8.21208858	-9.01672554
1300.0	300.0	0.853080511	-12.4639397	-13.2690239
1300.0	400.0	0.870041728	-16.5765839	-17.3821468
1300.0	500.0	0.891329408	-20.5167274	-21.322794
1300.0	600.0	0.916655242	-24.2603035	-25.0668831
1300.0	700.0	0.945709109	-27.7921925	-28.599287
1400.0	3.0	0.894178987	0.435787201	-0.408663124
1400.0	100.0	0.896794677	-3.52766132	-4.39404488
1400.0	200.0	0.903955221	-7.57373667	-8.4403429
1400.0	300.0	0.915556669	-11.5410757	-12.4081326
1400.0	400.0	0.931445122	-15.3953609	-16.2629242
1400.0	500.0	0.951423228	-19.1081581	-19.9762535
1400.0	600.0	0.975251675	-22.6578369	-23.5264797
1400.0	700.0	1.00266945	-26.0295544	-26.8987522
1500.0	100.0	0.960554361	-3.23306656	-4.16147423
1500.0	200.0	0.967309713	-7.01486874	-7.94344997
1500.0	300.0	0.978225887	-10.7323008	-11.6613379
1500.0	400.0	0.993177354	-14.3567362	-15.2863045
1500.0	500.0	1.01200104	-17.8638592	-18.7939873
1500.0	600.0	1.03449786	-21.2343979	-22.1651096
1500.0	700.0	1.06044626	-24.4543037	-25.3856049
