Distance Sea Floor [m]	Height DOM [m]	Arrival Time [s]	Angle of Departure [degrees]	Angle of Arrival [degrees]
2200.0	1000.0	1.59921503	-23.6298218	-24.974226
2250.0	100.0	1.4843533	-1.85961938	-2.970649
2250.0	200.0	1.48926651	-4.35583735	-5.57607841
2250.0	300.0	1.49715531	-6.83832932	-8.14315414
2250.0	400.0	1.50796425	-9.29779339	-10.6626873
2250.0	500.0	1.52162325	-11.7255726	-13.126545
2250.0	600.0	1.53804684	-14.1138153	-15.527771
2250.0	700.0	1.55713606	-16.4557381	-17.8734837
2250.0	800.0	1.57879221	-18.7446404	-20.1522636
2250.0	900.0	1.6029346	-20.9723625	-22.3849564
2250.0	1000.0	1.6294539	-23.1348305	-24.5561275
2300.0	100.0	1.51728129	-1.79590416	-2.91755414
2300.0	200.0	1.52211881	-4.23654461	-5.46790791
2300.0	300.0	1.52987194	-6.66479921	-7.98161125
2300.0	400.0	1.54048753	-9.07193375	-10.4500237
2300.0	500.0	1.55389738	-11.4497938	-12.8654776
2300.0	600.0	1.57002056	-13.7909527	-15.2213879
2300.0	700.0	1.58876109	-16.0891323	-17.5382729
2300.0	800.0	1.61002672	-18.3375053	-19.776371
2300.0	900.0	1.63374233	-20.5282383	-21.9721756
2300.0	1000.0	1.65980303	-22.6572704	-24.1086273
2350.0	100.0	1.55021036	-1.73441446	-2.86665487
2350.0	200.0	1.55497611	-4.12177849	-5.36422586
2350.0	300.0	1.5625999	-6.49799252	-7.82674122
2350.0	400.0	1.57302964	-8.85497475	-10.2438784
2350.0	500.0	1.58619905	-11.1851654	-12.6662998
2350.0	600.0	1.60203409	-13.4808836	-14.9750261
2350.0	700.0	1.62044322	-15.736248	-17.2167931
2350.0	800.0	1.6413337	-17.945322	-19.4154148
2350.0	900.0	1.66463792	-20.1000023	-21.5752907
2350.0	1000.0	1.69025636	-22.1963272	-23.677742
2400.0	100.0	1.58313978	-1.67541075	-2.85922861
2400.0	200.0	1.58783674	-4.01171398	-5.3123455
2400.0	300.0	1.59533668	-6.33798981	-7.72944212
2400.0	400.0	1.60558963	-8.64651775	-10.102869
2400.0	500.0	1.61853302	-10.9300499	-12.4258375
2400.0	600.0	1.63409197	-13.1819372	-14.6925125
2400.0	700.0	1.65217936	-15.3963375	-16.9082832
2400.0	800.0	1.67270899	-17.5672798	-19.0685844
2400.0	900.0	1.69561648	-19.6868401	-21.19347
2400.0	1000.0	1.72080791	-21.7511787	-23.2626419
2450.0	100.0	1.61607075	-1.61795855	-2.81230783
2450.0	200.0	1.62070322	-3.90516806	-5.21682644
2450.0	300.0	1.62808537	-6.18341637	-7.58674908
2450.0	400.0	1.63816941	-8.44543076	-9.91485786
2450.0	500.0	1.65089417	-10.6843672	-12.1947355
2450.0	600.0	1.66618848	-12.8939228	-14.4208412
2450.0	700.0	1.68396664	-15.0687037	-16.6120262
2450.0	800.0	1.70414877	-17.2026024	-18.7351456
2450.0	900.0	1.72667408	-19.2879906	-20.8259506
2450.0	1000.0	1.75145268	-21.3210678	-22.8625488
2500.0	100.0	1.64900303	-1.5623523	-2.7672019
2500.0	200.0	1.65357351	-3.80237579	-5.12502289
2500.0	300.0	1.66084337	-6.0344305	-7.4495945
2500.0	400.0	1.67076492	-8.25176716	-9.73204422
2500.0	500.0	1.68327832	-10.4480581	-11.9647312
2500.0	600.0	1.69831753	-12.6167316	-14.2073689
2500.0	700.0	1.71580195	-14.7526541	-16.3273582
2500.0	800.0	1.73564923	-16.8505859	-18.4143887
2500.0	900.0	1.75780606	-18.9027042	-20.4719963
2500.0	1000.0	1.78218615	-20.9052372	-22.4767342
2550.0	100.0	1.68193519	-1.50888145	-2.76522446
2550.0	200.0	1.68644655	-3.70357513	-5.08433056
2550.0	300.0	1.6936084	-5.89120102	-7.36900806
2550.0	400.0	1.70337486	-8.06528664	-9.61282158
2550.0	500.0	1.7156893	-10.2197199	-11.8100519
2550.0	600.0	1.73048449	-12.3488331	-13.9557695
2550.0	700.0	1.74768269	-14.4475746	-16.0536671
2550.0	800.0	1.76720762	-16.5106106	-18.1056538
2550.0	900.0	1.78900862	-18.530304	-20.1309357
2550.0	1000.0	1.81300342	-20.5029945	-22.1045074
2600.0	100.0	1.71486878	-1.45664203	-2.72342253
2600.0	200.0	1.71932447	-3.60763955	-4.99932241
2600.0	300.0	1.72638369	-5.75243473	-7.24201536
2600.0	400.0	1.73600173	-7.88491344	-9.44540787
2600.0	500.0	1.74812329	-9.99928665	-11.6040754
2600.0	600.0	1.76268387	-12.0901728	-13.7133255
2600.0	700.0	1.77960634	-14.1529217	-15.7903738
2600.0	800.0	1.79882061	-16.1820469	-17.8083229
2600.0	900.0	1.82027769	-18.1701488	-19.8021278
2600.0	1000.0	1.8439002	-20.1136913	-21.745224
2650.0	100.0	1.74780321	-1.40595114	-2.6831367
2650.0	200.0	1.75220549	-3.51485252	-4.91742468
2650.0	300.0	1.7591666	-5.61836147	-7.11966991
2650.0	400.0	1.76864171	-7.71079397	-9.28210068
2650.0	500.0	1.78057623	-9.78678322	-11.3981571
2650.0	600.0	1.79490995	-11.8407555	-13.5276318
2650.0	700.0	1.811571	-13.8681316	-15.5369415
2650.0	800.0	1.83048522	-15.8643131	-17.5218258
2650.0	900.0	1.8516109	-17.821682	-19.4849815
2650.0	1000.0	1.87487292	-19.7367287	-21.3982735
2700.0	100.0	1.78073764	-1.35711992	-2.68571019
2700.0	200.0	1.78508878	-3.42549729	-4.886096
2700.0	300.0	1.79195523	-5.48921776	-7.05310011
2700.0	400.0	1.80129361	-7.54281044	-9.18125057
2700.0	500.0	1.81305194	-9.58107853	-11.2656889
2700.0	600.0	1.82716894	-11.5991659	-13.3022165
2700.0	700.0	1.84357417	-13.5926991	-15.2928715
2700.0	800.0	1.86219907	-15.5568676	-17.2456226
2700.0	900.0	1.88300419	-17.484314	-19.1789341
2700.0	1000.0	1.90591764	-19.3715515	-21.0630875
2750.0	100.0	1.8136735	-1.30926764	-2.64819694
2750.0	200.0	1.81797659	-3.33849049	-4.80991459
2750.0	300.0	1.82475257	-5.36377048	-6.93931913
2750.0	400.0	1.83396006	-7.37992525	-9.03121376
2750.0	500.0	1.84554744	-9.38202477	-11.0809727
2750.0	600.0	1.85945523	-11.365447	-13.0845966
2750.0	700.0	1.87561381	-13.326169	-15.0576916
2750.0	800.0	1.89395964	-15.259243	-16.9792175
2750.0	900.0	1.91445458	-17.1575069	-18.8834801
2750.0	1000.0	1.93703103	-19.0175972	-20.7391243
2800.0	100.0	1.84660971	-1.26272786	-2.61196184
2800.0	200.0	1.85086679	-3.25415134	-4.73636246
2800.0	300.0	1.85755682	-5.24230289	-6.8294735
2800.0	400.0	1.86663747	-7.22236252	-8.88436317
2800.0	500.0	1.87805891	-9.18974304	-10.8954659
2800.0	600.0	1.89176404	-11.1396942	-12.9225597
2800.0	700.0	1.90768838	-13.0681076	-14.830965
2800.0	800.0	1.92576444	-14.9709435	-16.7221355
2800.0	900.0	1.94595981	-16.8407745	-18.598093
2800.0	1000.0	1.96820974	-18.6743526	-20.4258766
2850.0	100.0	1.87954617	-1.21782815	-2.61837292
2850.0	200.0	1.88375866	-3.17279625	-4.71294641
2850.0	300.0	1.89036524	-5.12510204	-6.77477169
2850.0	400.0	1.89932489	-7.07008743	-8.79915428
2850.0	500.0	1.91058922	-9.00330544	-10.781929
2850.0	600.0	1.92410135	-10.920578	-12.7195024
2850.0	700.0	1.93979597	-12.8180885	-14.6122837
2850.0	800.0	1.95761156	-14.6915226	-16.4739342
2850.0	900.0	1.97751689	-16.5336723	-18.3223019
2850.0	1000.0	1.99945056	-18.3413353	-20.1228638
2900.0	100.0	1.91248369	-1.17370522	-2.58448577
2900.0	200.0	1.91665435	-3.09337497	-4.64424467
2900.0	300.0	1.92318141	-5.01098156	-6.67220974
2900.0	400.0	1.93202519	-6.92210388	-8.663908
2900.0	500.0	1.94313705	-8.82250977	-10.6153603
2900.0	600.0	1.95646167	-10.7082176	-12.5231323
2900.0	700.0	1.97193456	-12.5757294	-14.4012566
2900.0	800.0	1.98949862	-14.4205675	-16.2342033
2900.0	900.0	2.0091238	-16.2357521	-18.055687
2900.0	1000.0	2.03075075	-18.0181141	-19.8296318
2950.0	100.0	1.94542158	-1.13070548	-2.55168509
2950.0	200.0	1.94955254	-3.01623511	-4.57778454
2950.0	300.0	1.95600355	-4.90026665	-6.57300758
2950.0	400.0	1.96473479	-6.77868652	-8.53104973
2950.0	500.0	1.97569823	-8.64754486	-10.4472809
2950.0	600.0	1.98884106	-10.5027819	-12.3813953
2950.0	700.0	2.00410366	-12.3406887	-14.1975288
2950.0	800.0	2.02142382	-14.1577053	-16.0025425
2950.0	900.0	2.04077768	-15.9465866	-17.7978325
2950.0	1000.0	2.0621078	-17.7042542	-19.5457573
3000.0	100.0	1.97835946	-1.08916783	-2.56135941
3000.0	200.0	1.98245156	-2.94171715	-4.56111145
3000.0	300.0	1.98882902	-4.79328156	-6.52844048
3000.0	400.0	1.99745226	-6.63986683	-8.4592762
3000.0	500.0	2.00827551	-8.47764778	-10.3500195
3000.0	600.0	2.02124548	-10.3030052	-12.1975689
3000.0	700.0	2.03630114	-12.112606	-14.0007553
3000.0	800.0	2.05338573	-13.9025583	-15.778595
3000.0	900.0	2.07247639	-15.6657925	-17.5483551
3000.0	1000.0	2.0935185	-17.3993454	-19.2708359
3050.0	100.0	2.01129866	-1.04824424	-2.53056288
3050.0	200.0	2.01535416	-2.86879802	-4.49880266
3050.0	300.0	2.02166104	-4.6888752	-6.43548107
3050.0	400.0	2.03018141	-6.50467873	-8.33671284
3050.0	500.0	2.04086828	-8.31256104	-10.1990499
3050.0	600.0	2.05366945	-10.1090708	-12.0195198
3050.0	700.0	2.06852508	-11.8911619	-13.8106222
3050.0	800.0	2.08538198	-13.6547642	-15.5620041
3050.0	900.0	2.10421824	-15.3930101	-17.306881
3050.0	1000.0	2.1249814	-17.102993	-19.0045013
3100.0	100.0	2.04423833	-1.00828993	-2.50069785
3100.0	200.0	2.04825878	-2.79784465	-4.43841839
3100.0	300.0	2.05449867	-4.58740616	-6.34541416
3100.0	400.0	2.06291842	-6.37344503	-8.21583843
3100.0	500.0	2.07347202	-8.15253639	-10.0459538
3100.0	600.0	2.08610964	-9.9211998	-11.8953257
3100.0	700.0	2.10077548	-11.6760731	-13.6268215
3100.0	800.0	2.11741185	-13.4140129	-15.3524523
3100.0	900.0	2.13600135	-15.1279039	-17.0730705
3100.0	1000.0	2.15649319	-16.8148422	-18.7463531
3150.0	100.0	2.07717705	-0.969652414	-2.51316833
3150.0	200.0	2.08116412	-2.72921777	-4.42753792
3150.0	300.0	2.08733845	-4.48922634	-6.30956554
3150.0	400.0	2.09566164	-6.24623585	-8.15569496
3150.0	500.0	2.10608959	-7.99693441	-9.96279049
3150.0	600.0	2.11857176	-9.73818207	-11.7281542
3150.0	700.0	2.13305044	-11.4670486	-13.4490795
3150.0	800.0	2.14947343	-13.1800089	-15.1496296
3150.0	900.0	2.16782331	-14.8701248	-16.84659
3150.0	1000.0	2.18805289	-16.5345745	-18.496067
3200.0	100.0	2.1101172	-0.931495905	-2.48502517
3200.0	200.0	2.11407256	-2.66191578	-4.37073135
3200.0	300.0	2.1201849	-4.39321709	-6.22489023
3200.0	400.0	2.12841558	-6.12211943	-8.04409313
3200.0	500.0	2.13872123	-7.84546423	-9.82532787
3200.0	600.0	2.15105128	-9.56024933	-11.5660067
3200.0	700.0	2.16534901	-11.263813	-13.2771244
3200.0	800.0	2.18156481	-12.9524384	-14.9532413
3200.0	900.0	2.19968319	-14.6193638	-16.6271324
3200.0	1000.0	2.21965766	-16.2618523	-18.2533226
3250.0	100.0	2.14305782	-0.894182205	-2.45768547
3250.0	200.0	2.14698267	-2.59631991	-4.3155899
3250.0	300.0	2.15303516	-4.29975748	-6.14271784
3250.0	400.0	2.1611762	-6.00145102	-7.93354225
3250.0	500.0	2.17136216	-7.69841814	-9.68519306
3250.0	600.0	2.18354392	-9.38766479	-11.4570675
3250.0	700.0	2.19766998	-11.0661278	-13.1107063
3250.0	800.0	2.21368551	-12.7310333	-14.7630196
3250.0	900.0	2.23157859	-14.3753357	-16.4144039
3250.0	1000.0	2.25130558	-15.996356	-18.0178089
3300.0	100.0	2.17599797	-0.858065844	-2.47256827
3300.0	200.0	2.17989349	-2.53280783	-4.30972004
3300.0	300.0	2.18588734	-4.2092247	-6.11442327
3300.0	400.0	2.19394231	-5.88433266	-7.88354397
3300.0	500.0	2.20401502	-7.5552578	-9.61432552
3300.0	600.0	2.21605635	-9.21926117	-11.304409
3300.0	700.0	2.23001242	-10.8737574	-12.9495888
3300.0	800.0	2.2458334	-12.515542	-14.578701
3300.0	900.0	2.26350856	-14.1377773	-16.208128
3300.0	1000.0	2.28299499	-15.7377987	-17.7892456
3350.0	100.0	2.20893908	-0.8223207	-2.44671822
3350.0	200.0	2.2128067	-2.47039223	-4.25768185
3350.0	300.0	2.21874571	-4.12052155	-6.03693771
3350.0	400.0	2.22671747	-5.76985979	-7.78147125
3350.0	500.0	2.23667979	-7.41566277	-9.4886322
3350.0	600.0	2.24858403	-9.05530834	-11.1561451
3350.0	700.0	2.26237559	-10.6864653	-12.7935467
3350.0	800.0	2.27800846	-12.3057232	-14.4000435
3350.0	900.0	2.29547167	-13.9064035	-16.0080414
3350.0	1000.0	2.31472397	-15.4859152	-17.566988
3400.0	100.0	2.24188066	-0.787313938	-2.42156553
3400.0	200.0	2.24572182	-2.4094696	-4.20709324
3400.0	300.0	2.25160742	-4.0340476	-5.96163464
3400.0	400.0	2.25949883	-5.65841627	-7.67986679
3400.0	500.0	2.26935291	-7.27996016	-9.35977077
3400.0	600.0	2.28112268	-8.89610672	-11.0605507
3400.0	700.0	2.29475832	-10.5040474	-12.6423702
3400.0	800.0	2.31020832	-12.1013327	-14.2268114
3400.0	900.0	2.32746577	-13.6809711	-15.8138981
3400.0	1000.0	2.34649086	-15.2404938	-17.3499908
3450.0	100.0	2.27482176	-0.753404796	-2.43854189
3450.0	200.0	2.27863717	-2.35042644	-4.20558357
3450.0	300.0	2.28447032	-3.95019722	-5.93992376
3450.0	400.0	2.29228449	-5.55012226	-7.63877726
3450.0	500.0	2.30203605	-7.14769506	-9.29969978
3450.0	600.0	2.31367898	-8.74052048	-10.9206123
3450.0	700.0	2.32716012	-10.3263121	-12.4958572
3450.0	800.0	2.34243274	-11.9021454	-14.0587854
3450.0	900.0	2.35949039	-13.4612446	-15.6254597
3450.0	1000.0	2.37829423	-15.0012312	-17.1391582
3500.0	100.0	2.30776358	-0.719775915	-2.41468453
3500.0	200.0	2.31155491	-2.29229212	-4.1577034
3500.0	300.0	2.31733894	-3.8678937	-5.86871815
3500.0	400.0	2.32507825	-5.44410229	-7.54504251
3500.0	500.0	2.33473039	-7.01851892	-9.18431854
3500.0	600.0	2.34624863	-8.58885288	-10.7845364
3500.0	700.0	2.3595798	-10.1530552	-12.353817
3500.0	800.0	2.37468028	-11.7079802	-13.8957644
3500.0	900.0	2.39154434	-13.247015	-15.4425011
3500.0	1000.0	2.41013265	-14.7678747	-16.9342442
3550.0	100.0	2.34070587	-0.686798036	-2.39143562
3550.0	200.0	2.34447432	-2.23547077	-4.11109161
3550.0	300.0	2.35021067	-3.7875514	-5.79942513
3550.0	400.0	2.35787725	-5.34075928	-7.45122576
3550.0	500.0	2.36743188	-6.89278984	-9.06531334
3550.0	600.0	2.37882733	-8.44142342	-10.6409273
3550.0	700.0	2.39201689	-9.98409748	-12.2160721
3550.0	800.0	2.40695047	-11.5186205	-13.7375431
3550.0	900.0	2.42362595	-13.0380516	-15.2648087
3550.0	1000.0	2.44200444	-14.5402193	-16.7350445
3600.0	100.0	2.37364769	-0.654834211	-2.41023874
3600.0	200.0	2.37739325	-2.18035841	-4.11339855
3600.0	300.0	2.38308334	-3.70957828	-5.78348827
3600.0	400.0	2.39067984	-5.2402277	-7.41800785
3600.0	500.0	2.40014172	-6.77011728	-9.01477909
3600.0	600.0	2.41142225	-8.29714775	-10.5719471
3600.0	700.0	2.42447066	-9.81929016	-12.0824518
3600.0	800.0	2.43924212	-11.3338785	-13.5839367
3600.0	900.0	2.45573425	-12.834156	-15.092186
3600.0	1000.0	2.47390938	-14.3180475	-16.5413284
3650.0	100.0	2.40659046	-0.623074532	-2.3881228
3650.0	200.0	2.41031504	-2.12599635	-4.06916428
3650.0	300.0	2.41596079	-3.63291311	-5.71779633
3650.0	400.0	2.42349029	-5.14165783	-7.33160686
3650.0	500.0	2.4328618	-6.65013504	-8.90848351
3650.0	600.0	2.44402909	-8.15633392	-10.4466305
3650.0	700.0	2.45694065	-9.65845013	-11.952795
3650.0	800.0	2.47155428	-11.153574	-13.4347668
3650.0	900.0	2.48786831	-12.6351337	-14.9244385
3650.0	1000.0	2.50584531	-14.1011581	-16.3528976
3700.0	100.0	2.43953347	-0.591892421	-2.36654019
3700.0	200.0	2.44323754	-2.07279634	-4.02604437
3700.0	300.0	2.44884133	-3.55798244	-5.65379095
3700.0	400.0	2.45630503	-5.04547024	-7.24460363
3700.0	500.0	2.46558809	-6.5332222	-8.79813099
3700.0	600.0	2.47664356	-8.0192976	-10.3134689
3700.0	700.0	2.48942566	-9.5014267	-11.8269482
3700.0	800.0	2.50388646	-10.9775581	-13.2898655
3700.0	900.0	2.52002716	-12.4408188	-14.7613783
3700.0	1000.0	2.53781152	-13.8893337	-16.2254581
3750.0	100.0	2.47247553	-0.561653435	-2.38694501
3750.0	200.0	2.47616029	-2.02116084	-4.03170967
3750.0	300.0	2.48172188	-3.48520517	-5.64294147
3750.0	400.0	2.48912334	-4.95180511	-7.21838379
3750.0	500.0	2.49832177	-6.41904068	-8.75606918
3750.0	600.0	2.5092721	-7.88506985	-10.2543364
3750.0	700.0	2.52192545	-9.3480835	-11.7047644
3750.0	800.0	2.53623748	-10.8056507	-13.1490698
3750.0	900.0	2.55221009	-12.2510233	-14.6028376
3750.0	1000.0	2.56980705	-13.6823463	-16.0484791
3800.0	100.0	2.50541878	-0.531554639	-2.36635685
3800.0	200.0	2.50908542	-1.97014236	-3.99068594
3800.0	300.0	2.51460767	-3.41353536	-5.58211756
3800.0	400.0	2.52194786	-4.85983706	-7.13846302
3800.0	500.0	2.53106427	-6.30720901	-8.65781498
3800.0	600.0	2.5419116	-7.75388765	-10.1385574
3800.0	700.0	2.55443954	-9.19828129	-11.5861063
3800.0	800.0	2.56860685	-10.637702	-13.0122318
3800.0	900.0	2.58441544	-12.0655832	-14.4486504
3800.0	1000.0	2.60183048	-13.4800749	-15.8762207
3850.0	100.0	2.53836226	-0.501971304	-2.34623814
3850.0	200.0	2.54201126	-1.92015743	-3.95064807
3850.0	300.0	2.5474956	-3.34340811	-5.52274799
3850.0	400.0	2.55477643	-4.77000046	-7.05744076
3850.0	500.0	2.56381202	-6.19812679	-8.55509472
3850.0	600.0	2.57455778	-7.62609386	-10.0146418
3850.0	700.0	2.58696747	-9.0518837	-11.4708462
3850.0	800.0	2.60099387	-10.4735699	-12.8792009
3850.0	900.0	2.61664319	-11.8843327	-14.2986555
3850.0	1000.0	2.63388085	-13.2823725	-15.7085171
3900.0	100.0	2.57130504	-0.473270595	-2.36805344
3900.0	200.0	2.57493687	-1.87161398	-3.95928121
3900.0	300.0	2.58038354	-3.275249	-5.51644135
3900.0	400.0	2.58760762	-4.6824379	-7.03747559
3900.0	500.0	2.59656692	-6.09149837	-8.52059746
3900.0	600.0	2.60721636	-7.50081158	-9.96430016
3900.0	700.0	2.61950755	-8.90876198	-11.3588505
3900.0	800.0	2.63339782	-10.3131237	-12.7498417
3900.0	900.0	2.64889193	-11.7071457	-14.1527081
3900.0	1000.0	2.66595721	-13.0890608	-15.5452089
3950.0	100.0	2.60424852	-0.444656014	-2.34881139
3950.0	200.0	2.60786438	-1.82357395	-3.92109919
3950.0	300.0	2.61327648	-3.20802641	-5.45993328
3950.0	400.0	2.62044501	-4.59634924	-6.96331215
3950.0	500.0	2.62932968	-5.98692942	-8.42949581
3950.0	600.0	2.63988447	-7.37821913	-9.85701752
3950.0	700.0	2.65206099	-8.76881504	-11.2500076
3950.0	800.0	2.66581821	-10.1562176	-12.6240177
3950.0	900.0	2.6811614	-11.5338621	-14.0106602
3950.0	1000.0	2.69805813	-12.8999825	-15.3861389
4000.0	100.0	2.63719273	-0.416503847	-2.32998466
4000.0	200.0	2.64079332	-1.77645826	-3.88379264
4000.0	300.0	2.64617062	-3.14219141	-5.40435028
4000.0	400.0	2.65328574	-4.51217747	-6.88755894
4000.0	500.0	2.66209698	-5.8848362	-8.33352852
4000.0	600.0	2.67255878	-7.25867987	-9.74131393
4000.0	700.0	2.68462634	-8.63191128	-11.1441994
4000.0	800.0	2.69825411	-10.0027275	-12.5016232
4000.0	900.0	2.71345019	-11.3643465	-13.8723774
4000.0	1000.0	2.73018312	-12.7149925	-15.2311668
4050.0	100.0	2.6701355	-0.389182478	-2.35304713
4050.0	200.0	2.67372131	-1.73067844	-3.8950603
4050.0	300.0	2.67906523	-3.07814789	-5.40241289
4050.0	400.0	2.68612862	-4.43006611	-6.87321186
4050.0	500.0	2.69487	-5.78495455	-8.30581856
4050.0	600.0	2.70524406	-7.14139652	-9.69885635
4050.0	700.0	2.71720338	-8.49794483	-11.0413208
4050.0	800.0	2.73070526	-9.85254383	-12.3825188
4050.0	900.0	2.7457583	-11.1984615	-13.7377281
4050.0	1000.0	2.76233149	-12.5339651	-15.0801506
4100.0	100.0	2.7030797	-0.361901134	-2.33499575
4100.0	200.0	2.70665169	-1.68530536	-3.85940409
4100.0	300.0	2.71196365	-3.01490307	-5.34974718
4100.0	400.0	2.71897745	-4.34923506	-6.8041811
4100.0	500.0	2.72765088	-5.68688631	-8.22110462
4100.0	600.0	2.73793888	-7.02649784	-9.59917068
4100.0	700.0	2.74979138	-8.36682796	-10.941267
4100.0	800.0	2.76317096	-9.70554733	-12.2665911
4100.0	900.0	2.77808428	-11.0361004	-13.6065865
4100.0	1000.0	2.79450202	-12.3567581	-14.9329548
4150.0	100.0	2.73602366	-0.335036814	-2.31731272
4150.0	200.0	2.73958278	-1.64076233	-3.8245275
4150.0	300.0	2.74486446	-2.95291471	-5.29749012
4150.0	400.0	2.75182915	-4.27013969	-6.73308563
4150.0	500.0	2.76043534	-5.59105682	-8.13113403
4150.0	600.0	2.77063799	-6.91436052	-9.49078751
4150.0	700.0	2.78239083	-8.23844719	-10.8439398
4150.0	800.0	2.7956512	-9.56162643	-12.1537361
4150.0	900.0	2.81042838	-10.8771372	-13.478816
4150.0	1000.0	2.82669401	-12.1832466	-14.7894554
4200.0	100.0	2.76896715	-0.308958411	-2.34148145
4200.0	200.0	2.77251315	-1.59746444	-3.83814359
4200.0	300.0	2.7777648	-2.89256334	-5.29950428
4200.0	400.0	2.78468251	-4.19291687	-6.72380972
4200.0	500.0	2.79322505	-5.49722958	-8.1095438
4200.0	600.0	2.80334687	-6.80425835	-9.45543194
4200.0	700.0	2.81500053	-8.11270618	-10.7492437
4200.0	800.0	2.82814479	-9.42067814	-12.043849
4200.0	900.0	2.84278917	-10.7214584	-13.3539515
4200.0	1000.0	2.85890722	-12.013298	-14.6495285
4250.0	100.0	2.80191135	-0.282880783	-2.32448649
4250.0	200.0	2.80544567	-1.55448973	-3.80473971
4250.0	300.0	2.81066871	-2.83289337	-5.25027418
4250.0	400.0	2.81754136	-4.11681032	-6.65937376
4250.0	500.0	2.82602167	-5.40500212	-8.03055477
4250.0	600.0	2.83606434	-6.69627571	-9.36256599
4250.0	700.0	2.84762049	-7.98953724	-10.657095
4250.0	800.0	2.86065149	-9.28260803	-11.936821
4250.0	900.0	2.87516689	-10.5689545	-13.2322063
4250.0	1000.0	2.89114046	-11.8468027	-14.5130606
4300.0	100.0	2.83485556	-0.257180989	-2.30781937
4300.0	200.0	2.83837891	-1.51226401	-3.77203321
4300.0	300.0	2.84357452	-2.77436638	-5.20094347
4300.0	400.0	2.85040283	-4.04228163	-6.59240484
4300.0	500.0	2.85882163	-5.31480932	-7.94592285
4300.0	600.0	2.86878586	-6.5908041	-9.26072598
4300.0	700.0	2.88024998	-7.86883259	-10.5673971
4300.0	800.0	2.89317083	-9.14731503	-11.8325644
4300.0	900.0	2.90756011	-10.4195271	-13.1135216
4300.0	1000.0	2.92339277	-11.6836576	-14.3799334
4350.0	100.0	2.86779952	-0.232228085	-2.33297276
4350.0	200.0	2.87131119	-1.47120464	-3.78774929
4350.0	300.0	2.87647963	-2.71734047	-5.20654774
4350.0	400.0	2.8832655	-3.96946239	-6.58772755
4350.0	500.0	2.89162612	-5.22643661	-7.92987347
4350.0	600.0	2.90151644	-6.48717403	-9.23179626
4350.0	700.0	2.91288877	-7.75051975	-10.4800816
4350.0	800.0	2.92570233	-9.01470757	-11.7309895
4350.0	900.0	2.93996906	-10.2730637	-12.9978008
4350.0	1000.0	2.95566416	-11.5237503	-14.2500467
4400.0	100.0	2.90074396	-0.207242295	-2.31691766
4400.0	200.0	2.90424562	-1.43039668	-3.75636148
4400.0	300.0	2.90938854	-2.66089559	-5.16039801
4400.0	400.0	2.9161334	-3.89761758	-6.52742052
4400.0	500.0	2.92443705	-5.13947773	-7.85603619
4400.0	600.0	2.93425441	-6.38543463	-9.14507484
4400.0	700.0	2.94553661	-7.63451958	-10.3950577
4400.0	800.0	2.95824599	-8.88470268	-11.6320028
4400.0	900.0	2.97239232	-10.1294775	-12.8849535
4400.0	1000.0	2.98795366	-11.3669682	-14.1232948
4450.0	100.0	2.93368864	-0.182600394	-2.30115509
4450.0	200.0	2.93718052	-1.39026725	-3.72559929
4450.0	300.0	2.94229889	-2.60549641	-5.11364698
4450.0	400.0	2.94900322	-3.82721329	-6.46411705
4450.0	500.0	2.95725083	-5.05437613	-7.77617264
4450.0	600.0	2.96699619	-6.28598547	-9.04910183
4450.0	700.0	2.97819376	-7.52076244	-10.3122578
4450.0	800.0	2.99080086	-8.75722122	-11.5354052
4450.0	900.0	3.00483012	-9.98866367	-12.7748919
4450.0	1000.0	3.02026081	-11.2132206	-13.9995813
4500.0	100.0	2.96663237	-0.158671349	-2.32718658
4500.0	200.0	2.97011471	-1.35123527	-3.74319983
4500.0	300.0	2.97520876	-2.55147862	-5.12252855
4500.0	400.0	2.98187447	-3.75837564	-6.46362782
4500.0	500.0	2.99006844	-4.97093582	-7.76516104
4500.0	600.0	2.99974585	-6.18821001	-9.02600765
4500.0	700.0	3.01085877	-7.40916729	-10.2316093
4500.0	800.0	3.02336645	-8.63217545	-11.4409409
4500.0	900.0	3.03728223	-9.85055161	-12.6675196
4500.0	1000.0	3.05258512	-11.0624123	-13.8788052
4550.0	100.0	2.99957681	-0.134680331	-2.31197023
4550.0	200.0	3.0030508	-1.31239223	-3.71362209
4550.0	300.0	3.00812173	-2.49795532	-5.07915211
4550.0	400.0	3.01475048	-3.69038916	-6.40704155
4550.0	500.0	3.02289248	-4.88874674	-7.69597292
4550.0	600.0	3.03250265	-6.09212399	-8.94483852
4550.0	700.0	3.04353237	-7.29966736	-10.153039
4550.0	800.0	3.05594277	-8.50949478	-11.3488398
4550.0	900.0	3.06974769	-9.71505547	-12.5627556
4550.0	1000.0	3.08492565	-10.9144592	-13.7608833
4600.0	100.0	3.03252172	-0.111003794	-2.29701519
4600.0	200.0	3.03598738	-1.2741704	-3.68444896
4600.0	300.0	3.04103637	-2.44539309	-5.03467703
4600.0	400.0	3.04762793	-3.62372398	-6.34699917
4600.0	500.0	3.05571842	-4.80826139	-7.62037563
4600.0	600.0	3.06526256	-5.998137	-8.85413933
4600.0	700.0	3.07621384	-7.19220734	-10.0764809
4600.0	800.0	3.08852959	-8.3891058	-11.2590094
4600.0	900.0	3.10222578	-9.58208179	-12.4605122
