Distance Sea Floor [m]	Height DOM [m]	Arrival Time [s]	Angle of Departure [degrees]	Angle of Arrival [degrees]
4450.0	200.0	2.8453939	-2.80829144	-2.30889916
4450.0	300.0	2.84874916	-4.03173161	-3.71187925
4450.0	400.0	2.8536613	-5.25273943	-5.10617352
4450.0	500.0	2.8601191	-6.47005272	-6.49033356
4450.0	600.0	2.86810923	-7.68244219	-7.86297607
4450.0	700.0	2.87761688	-8.88871574	-9.22278214
4450.0	800.0	2.88862586	-10.0877266	-10.5685129
4450.0	900.0	2.90111732	-11.2783747	-11.899004
4450.0	1000.0	2.91507292	-12.4596186	-13.2131844
4500.0	3.0	2.87532353	-0.401099741	0.473695934
4500.0	100.0	2.87554193	-1.57427716	-0.884868622
4500.0	200.0	2.87730408	-2.78393102	-2.27998018
4500.0	300.0	2.88061905	-3.99253368	-3.66805601
4500.0	400.0	2.88547707	-5.198843	-5.04764318
4500.0	500.0	2.89186645	-6.40163755	-6.41733837
4500.0	600.0	2.89977431	-7.59972715	-7.7757988
4500.0	700.0	2.90918636	-8.79195595	-9.12174511
4500.0	800.0	2.92008591	-9.97721291	-10.4539728
4500.0	900.0	2.93245649	-11.1544313	-11.7713547
4500.0	1000.0	2.94627857	-12.3225937	-13.0728397
4550.0	3.0	2.90727115	-0.406195849	0.472860515
4550.0	100.0	2.90747809	-1.56514204	-0.871307135
4550.0	200.0	2.90921497	-2.76017666	-2.25167608
4550.0	300.0	2.91249037	-3.95425391	-3.62515712
4550.0	400.0	2.91729498	-5.14617157	-4.99033976
4550.0	500.0	2.92361784	-6.33474684	-6.34586525
4550.0	600.0	2.93144512	-7.51882696	-7.69042873
4550.0	700.0	2.94076371	-8.69729233	-9.02279091
4550.0	800.0	2.9515574	-9.86906338	-10.3417797
4550.0	900.0	2.96380877	-11.0331059	-11.6462975
4550.0	1000.0	2.9775002	-12.1884346	-12.9353275
4600.0	3.0	2.93921852	-0.411273956	0.472027391
4600.0	100.0	2.93941402	-1.55628777	-0.858038902
4600.0	200.0	2.94112635	-2.73700929	-2.22396874
4600.0	300.0	2.94436359	-3.91686416	-3.58315325
4600.0	400.0	2.94911623	-5.09468699	-4.93422604
4600.0	500.0	2.95537329	-6.26933289	-6.27586651
4600.0	600.0	2.96312213	-7.43968582	-7.60681152
4600.0	700.0	2.97234941	-8.60466003	-8.92585564
4600.0	800.0	2.9830389	-9.76320648	-10.2318592
4600.0	900.0	2.99517441	-10.9143219	-11.523757
4600.0	1000.0	3.00873733	-12.0570469	-12.8005552
4650.0	3.0	2.97116566	-0.416334212	0.471196651
4650.0	100.0	2.97135067	-1.54770529	-0.845054984
4650.0	200.0	2.9730382	-2.71441078	-2.19683886
4650.0	300.0	2.97623777	-3.88033581	-3.54201746
4650.0	400.0	2.98093939	-5.04435253	-4.87926435
4650.0	500.0	2.98713255	-6.20535183	-6.20729923
4650.0	600.0	2.99480486	-7.36225033	-7.52489328
4650.0	700.0	3.00394249	-8.51399708	-8.83087826
4650.0	800.0	3.01453018	-9.6595726	-10.1241446
4650.0	900.0	3.02655172	-10.7980051	-11.4036579
4650.0	1000.0	3.03998947	-11.9284	-12.6679077
4700.0	3.0	3.00311327	-0.421376675	0.470368266
4700.0	100.0	3.00328732	-1.53938591	-0.832346797
4700.0	200.0	3.004951	-2.6923635	-2.17026973
4700.0	300.0	3.00811386	-3.84464312	-3.50172353
4700.0	400.0	3.01276541	-4.99513245	-4.82542038
4700.0	500.0	3.01889563	-6.14275837	-6.14011765
4700.0	600.0	3.0264926	-7.28646898	-7.44462299
4700.0	700.0	3.03554296	-8.42524529	-8.7378006
4700.0	800.0	3.04602933	-9.55827808	-10.0163345
4700.0	900.0	3.05793595	-10.6845627	-11.2801886
4700.0	1000.0	3.07124591	-11.8031101	-12.6369829
4750.0	3.0	3.03506041	-0.426401496	0.469542265
4750.0	100.0	3.03522396	-1.53132153	-0.819905877
4750.0	200.0	3.03686428	-2.67084765	-2.14427495
4750.0	300.0	3.03999043	-3.80976725	-3.46215534
4750.0	400.0	3.0445931	-4.94704437	-4.77202606
4750.0	500.0	3.0506618	-6.0816555	-6.07252169
4750.0	600.0	3.05818391	-7.21259594	-7.36235237
4750.0	700.0	3.06714559	-8.33888626	-8.71231842
4750.0	800.0	3.07753468	-9.45932865	-9.9925108
4750.0	900.0	3.08933401	-10.5731468	-11.258687
4750.0	1000.0	3.10252714	-11.6794596	-12.5099306
4800.0	3.0	3.06700754	-0.431032836	0.509618878
4800.0	100.0	3.06716108	-1.52327371	-0.784207284
4800.0	200.0	3.06877828	-2.64976573	-2.11231303
4800.0	300.0	3.07186842	-3.77570724	-3.43334222
4800.0	400.0	3.07642269	-4.90006924	-4.74606562
4800.0	500.0	3.08243108	-6.02184296	-6.04929733
4800.0	600.0	3.08988118	-7.14003658	-7.34190083
4800.0	700.0	3.09876013	-8.25368881	-8.6227932
4800.0	800.0	3.10905385	-9.36186886	-9.89095211
4800.0	900.0	3.12074661	-10.4636784	-11.1454182
4800.0	1000.0	3.1338222	-11.5582609	-12.3852978
4850.0	3.0	3.09895515	-0.43603003	0.508781433
4850.0	100.0	3.09909821	-1.51568246	-0.772266924
4850.0	200.0	3.10069251	-2.62924004	-2.08729219
4850.0	300.0	3.10374784	-3.74232173	-3.39537024
4850.0	400.0	3.10825539	-4.85393095	-4.69530678
4850.0	500.0	3.11420536	-5.96308708	-5.98595047
4850.0	600.0	3.12158489	-7.06883001	-7.26619482
4850.0	700.0	3.13038111	-8.17022514	-8.5349884
4850.0	800.0	3.14058161	-9.26636791	-9.79133606
4850.0	900.0	3.15217018	-10.3563852	-11.0343018
4850.0	1000.0	3.16513085	-11.4394436	-12.2630167
4900.0	3.0	3.13090253	-0.441010773	0.507943511
4900.0	100.0	3.13103485	-1.50832117	-0.760569692
4900.0	200.0	3.13260722	-2.60919714	-2.06276321
4900.0	300.0	3.1356287	-3.70966959	-3.35813689
4900.0	400.0	3.14009047	-4.80877209	-4.64552975
4900.0	500.0	3.14598203	-5.90555191	-5.92382145
4900.0	600.0	3.15329313	-6.9990797	-7.19193888
4900.0	700.0	3.16200924	-8.08844566	-8.44885635
4900.0	800.0	3.17211819	-9.17277145	-9.69360733
4900.0	900.0	3.18360472	-10.2512074	-10.9252787
4900.0	1000.0	3.19645214	-11.3229427	-12.1430225
4950.0	3.0	3.16284943	-0.445975065	0.50710535
4950.0	100.0	3.16297221	-1.50118315	-0.749108851
4950.0	200.0	3.16452265	-2.58962274	-2.03871298
4950.0	300.0	3.16751075	-3.67772865	-3.32162142
4950.0	400.0	3.17192745	-4.76456356	-4.59670591
4950.0	500.0	3.17776299	-5.84920311	-5.86287689
4950.0	600.0	3.18500543	-6.93074226	-7.11909008
4950.0	700.0	3.19364357	-8.00830078	-8.36434937
4950.0	800.0	3.20366287	-9.08102322	-9.59770966
4950.0	900.0	3.21504879	-10.1480846	-10.818285
4950.0	1000.0	3.22778606	-11.2086926	-12.0252476
5000.0	3.0	3.1947968	-0.450922906	0.506266832
5000.0	100.0	3.19490957	-1.49426138	-0.737877667
5000.0	200.0	3.19643831	-2.57050323	-2.01512766
5000.0	300.0	3.19939375	-3.64647889	-3.28580356
5000.0	400.0	3.20376635	-4.72127867	-4.54880905
5000.0	500.0	3.2095468	-5.79400539	-5.80308342
5000.0	600.0	3.2167232	-6.86378098	-7.04761124
5000.0	700.0	3.22528386	-7.92974663	-8.28142071
5000.0	800.0	3.23521519	-8.99107456	-9.50359535
5000.0	900.0	3.24650335	-10.0469608	-10.7132702
5000.0	1000.0	3.25913262	-11.0966339	-11.9096355
5050.0	3.0	3.22674417	-0.455854356	0.505428314
5050.0	100.0	3.22684693	-1.48754954	-0.726869583
5050.0	200.0	3.22835469	-2.55182576	-1.9919939
5050.0	300.0	3.2312777	-3.61590099	-3.25066376
5050.0	400.0	3.23560739	-4.67889166	-4.5018115
5050.0	500.0	3.24133348	-5.73992682	-5.74440765
5050.0	600.0	3.24844503	-6.79815435	-6.97746134
5050.0	700.0	3.25693035	-7.85273838	-8.20002842
5050.0	800.0	3.26677585	-8.90287399	-9.41121483
5050.0	900.0	3.27796793	-9.94777966	-10.6101761
5050.0	1000.0	3.29049063	-10.9867039	-11.7961245
5100.0	3.0	3.25869131	-0.460769296	0.504589736
5100.0	100.0	3.25878429	-1.48104119	-0.71607852
5100.0	200.0	3.26027131	-2.53357744	-1.96929955
5100.0	300.0	3.26316309	-3.58597565	-3.21618342
5100.0	400.0	3.26745009	-4.63737726	-4.45569134
5100.0	500.0	3.27312326	-5.68693733	-5.68681955
5100.0	600.0	3.28017139	-6.73382616	-6.9086051
5100.0	700.0	3.28858232	-7.77723455	-8.12012863
5100.0	800.0	3.29834199	-8.81652546	-9.31842804
5100.0	900.0	3.3094368	-9.85089588	-10.5035639
5100.0	1000.0	3.3218503	-10.8796139	-11.6749439
5150.0	3.0	3.29063845	-0.46565792	0.503607213
5150.0	100.0	3.29072189	-1.47472131	-0.705632329
5150.0	200.0	3.29218864	-2.51573896	-1.94713616
5150.0	300.0	3.29504919	-3.55669451	-3.18220186
5150.0	400.0	3.29929471	-4.59676743	-4.40964413
5150.0	500.0	3.30491495	-5.63514996	-5.62833786
5150.0	600.0	3.31189919	-6.67104959	-6.83721972
5150.0	700.0	3.32023549	-7.70369482	-8.03529549
5150.0	800.0	3.32991219	-8.73215961	-9.30907345
5150.0	900.0	3.34091544	-9.7557354	-10.497982
5150.0	1000.0	3.35323048	-10.7737541	-11.6735287
5200.0	3.0	3.32258511	-0.470178306	0.543831348
5200.0	100.0	3.32265973	-1.46838522	-0.671594799
5200.0	200.0	3.32410622	-2.4982357	-1.91874301
5200.0	300.0	3.32693624	-3.52805781	-3.15891504
5200.0	400.0	3.33114052	-4.55704069	-4.39111423
5200.0	500.0	3.3367095	-5.58438444	-5.61437702
5200.0	600.0	3.3436327	-6.6093049	-6.82778168
5200.0	700.0	3.35189819	-7.63103485	-8.03044701
5200.0	800.0	3.36149454	-8.64883137	-9.2215414
5200.0	900.0	3.37240696	-9.66197205	-10.4002819
5200.0	1000.0	3.3846221	-10.6697636	-11.5659351
5250.0	3.0	3.35453224	-0.475051671	0.542976737
5250.0	100.0	3.35459757	-1.46244264	-0.661411703
5250.0	200.0	3.3560245	-2.48117709	-1.89726615
5250.0	300.0	3.35882425	-3.49994087	-3.12625837
5250.0	400.0	3.36298895	-4.51794481	-4.34741592
5250.0	500.0	3.36850762	-5.53441286	-5.5598011
5250.0	600.0	3.37537098	-6.54858017	-6.76251602
5250.0	700.0	3.38356686	-7.55970383	-7.95470238
5250.0	800.0	3.39308381	-8.56705761	-9.13554955
5250.0	900.0	3.40390778	-9.56993961	-10.3042908
5250.0	1000.0	3.41602492	-10.5676746	-11.4602127
5300.0	3.0	3.38647938	-0.479909658	0.542119622
5300.0	100.0	3.38653517	-1.45667982	-0.651422083
5300.0	200.0	3.38794279	-2.46449804	-1.87617922
5300.0	300.0	3.39071369	-3.4724009	-3.09418511
5300.0	400.0	3.39483857	-4.47962236	-4.30449295
5300.0	500.0	3.40030837	-5.48540592	-5.50618935
5300.0	600.0	3.40711308	-6.48900986	-6.69839907
5300.0	700.0	3.41524076	-7.48970938	-7.88028431
5300.0	800.0	3.42467976	-8.48679733	-9.05105495
5300.0	900.0	3.4354167	-9.47959137	-10.2099628
5300.0	1000.0	3.447438	-10.467433	-11.3563099
5350.0	3.0	3.41842651	-0.484752178	0.541260123
5350.0	100.0	3.41847324	-1.45109129	-0.641621053
5350.0	200.0	3.41986156	-2.44818783	-1.85547161
5350.0	300.0	3.42260361	-3.44542336	-3.06268096
5350.0	400.0	3.4266901	-4.44205189	-4.26232576
5350.0	500.0	3.43211222	-5.43733931	-5.45351696
5350.0	600.0	3.43885899	-6.4305625	-6.63539886
5350.0	700.0	3.44691944	-7.42101526	-7.80715704
5350.0	800.0	3.45628238	-8.40801239	-8.96801949
5350.0	900.0	3.46693373	-9.39088535	-10.1172552
5350.0	1000.0	3.47886109	-10.3689938	-11.2541857
5400.0	3.0	3.45037365	-0.48957932	0.540398479
5400.0	100.0	3.45041132	-1.44567251	-0.632003546
5400.0	200.0	3.45178056	-2.43223715	-1.83513379
5400.0	300.0	3.45449471	-3.41899323	-3.03173089
5400.0	400.0	3.4585433	-4.40521479	-4.22089481
5400.0	500.0	3.46391773	-5.39018726	-5.40175772
5400.0	600.0	3.47060823	-6.373209	-6.57348776
5400.0	700.0	3.47860336	-7.35359001	-7.73528767
5400.0	800.0	3.4878912	-8.33066368	-8.88640499
5400.0	900.0	3.4984591	-9.30377865	-10.0261269
5400.0	1000.0	3.51029396	-10.2723122	-11.1537876
5450.0	3.0	3.48232079	-0.494390905	0.539534807
5450.0	100.0	3.4823494	-1.44041824	-0.622565031
5450.0	200.0	3.48370051	-2.41663623	-1.81515634
5450.0	300.0	3.4863863	-3.39309597	-3.00132084
5450.0	400.0	3.49039817	-4.36909151	-4.18018103
5450.0	500.0	3.49572635	-5.34392786	-5.35089064
5450.0	600.0	3.5023613	-6.31692076	-6.51263714
5450.0	700.0	3.51029181	-7.28739929	-7.66464376
5450.0	800.0	3.51950645	-8.25471497	-8.80617619
5450.0	900.0	3.5299921	-9.21823215	-9.93653584
5450.0	1000.0	3.54173636	-10.1773405	-11.0550756
5500.0	3.0	3.51426768	-0.499186873	0.538669288
5500.0	100.0	3.51428699	-1.43532443	-0.613300681
5500.0	200.0	3.51562047	-2.40137601	-1.79553008
5500.0	300.0	3.51827908	-3.36771822	-2.97143698
5500.0	400.0	3.52225423	-4.33366394	-4.14016581
5500.0	500.0	3.52753735	-5.2985363	-5.30089092
5500.0	600.0	3.5341177	-6.26167059	-6.45281982
5500.0	700.0	3.54198503	-7.22241354	-7.59519434
5500.0	800.0	3.551126	-8.18026352	-8.72524929
5500.0	900.0	3.56152844	-9.13455486	-9.84327316
5500.0	1000.0	3.57317877	-10.0846977	-10.9487295
5550.0	3.0	3.54621458	-0.50393486	0.537286282
5550.0	100.0	3.54622555	-1.43036401	-0.604560316
5550.0	200.0	3.5475409	-2.38643622	-1.77642143
5550.0	300.0	3.55017233	-3.34285879	-2.94186783
5550.0	400.0	3.55411148	-4.29897499	-4.09990072
5550.0	500.0	3.5593493	-5.25413799	-5.24957466
5550.0	600.0	3.56587529	-6.20771027	-6.38999748
5550.0	700.0	3.57367802	-7.15906906	-7.52033424
5550.0	800.0	3.58274746	-8.10751247	-8.72748947
5550.0	900.0	3.5930717	-9.05236721	-9.85045719
5550.0	1000.0	3.60463667	-9.99313354	-10.9611588
5600.0	3.0	3.57816172	-0.508364856	0.577871263
5600.0	100.0	3.57816386	-1.42537689	-0.571736395
5600.0	200.0	3.57946181	-2.37175989	-1.75085258
5600.0	300.0	3.58206654	-3.31851768	-2.92298698
5600.0	400.0	3.58597016	-4.26499939	-4.08731365
5600.0	500.0	3.59116364	-5.21056032	-5.24303818
5600.0	600.0	3.59763718	-6.1545701	-6.38939667
5600.0	700.0	3.60537934	-7.09640884	-7.52566195
5600.0	800.0	3.61438036	-8.03547382	-8.65114594
5600.0	900.0	3.62462664	-8.97117615	-9.76519585
5600.0	1000.0	3.63610625	-9.90294933	-10.8672056
5650.0	3.0	3.61010814	-0.513121605	0.576984286
5650.0	100.0	3.61010218	-1.42072964	-0.562963367
5650.0	200.0	3.61138248	-2.35744596	-1.73220181
5650.0	300.0	3.61396122	-3.29458189	-2.89456081
5650.0	400.0	3.61783075	-4.23150301	-4.04923487
5650.0	500.0	3.62298131	-5.16758347	-5.19544697
5650.0	600.0	3.62940359	-6.10220814	-6.33245325
5650.0	700.0	3.63708591	-7.03477287	-7.45954132
5650.0	800.0	3.64601851	-7.9646883	-8.57604027
5650.0	900.0	3.65618896	-8.89138317	-9.68131256
5650.0	1000.0	3.66758442	-9.81430244	-10.7747631
5700.0	3.0	3.64205551	-0.51786375	0.576093197
5700.0	100.0	3.64204025	-1.41622496	-0.554347336
5700.0	200.0	3.64330363	-2.34343505	-1.71386516
5700.0	300.0	3.6458571	-3.27110863	-2.86660504
5700.0	400.0	3.64969277	-4.19862843	-4.01177979
5700.0	500.0	3.65480089	-5.12538385	-5.14863157
5700.0	600.0	3.66117215	-6.05077457	-6.27643251
5700.0	700.0	3.6687963	-6.9742136	-7.39448929
5700.0	800.0	3.6776619	-7.89512587	-8.50214291
5700.0	900.0	3.68775749	-8.812953	-9.59877205
5700.0	1000.0	3.69907022	-9.72715473	-10.6837931
5750.0	3.0	3.67400217	-0.522591114	0.575198054
5750.0	100.0	3.67397904	-1.41185856	-0.54588455
5750.0	200.0	3.67522573	-2.32972002	-1.69583523
5750.0	300.0	3.67775393	-3.24808788	-2.83910751
5750.0	400.0	3.68155599	-4.1663599	-3.9749341
5750.0	500.0	3.68662262	-5.08394146	-5.10257292
5750.0	600.0	3.69294453	-6.00024843	-6.22131443
5750.0	700.0	3.70051074	-6.91470671	-7.33047867
5750.0	800.0	3.70931077	-7.82675695	-8.42942429
5750.0	900.0	3.71933293	-8.73585415	-9.51754284
5750.0	1000.0	3.73056483	-9.64147091	-10.594264
5800.0	3.0	3.70594907	-0.527303636	0.574299276
5800.0	100.0	3.70591784	-1.40762711	-0.537571371
5800.0	200.0	3.70714736	-2.31629324	-1.6781044
5800.0	300.0	3.70965123	-3.22550726	-2.81205845
5800.0	400.0	3.71342039	-4.1346817	-3.93868208
5800.0	500.0	3.71844625	-5.04323864	-5.05725288
5800.0	600.0	3.72471952	-5.95060682	-6.16707516
5800.0	700.0	3.73222899	-6.85622692	-7.26748562
5800.0	800.0	3.74096513	-7.75955486	-8.3578577
5800.0	900.0	3.75091481	-8.66005707	-9.43759346
5800.0	1000.0	3.76206732	-9.55721855	-10.5061388
5850.0	3.0	3.73789597	-0.532001257	0.57339704
5850.0	100.0	3.73785639	-1.40352678	-0.529404163
5850.0	200.0	3.73906946	-2.30314779	-1.66066599
5850.0	300.0	3.74154925	-3.20335627	-2.78544617
5850.0	400.0	3.74528646	-4.10358095	-3.90301132
5850.0	500.0	3.75027275	-5.00325727	-5.0126543
5850.0	600.0	3.75649738	-5.90182829	-6.11369467
5850.0	700.0	3.7639513	-6.7987504	-7.20548725
5850.0	800.0	3.77262402	-7.69348955	-8.2874136
5850.0	900.0	3.78250337	-8.58552742	-9.3588953
5850.0	1000.0	3.79357719	-9.47436047	-10.419383
5900.0	3.0	3.76984286	-0.536683857	0.572491407
5900.0	100.0	3.7697947	-1.39955437	-0.521379471
5900.0	200.0	3.77099228	-2.29027629	-1.64351308
5900.0	300.0	3.77344775	-3.18162537	-2.75926137
5900.0	400.0	3.77715302	-4.07304287	-3.86790657
5900.0	500.0	3.78209996	-4.9639802	-4.96875906
5900.0	600.0	3.7882781	-5.85389376	-6.06115389
5900.0	700.0	3.79567766	-6.7422533	-7.1444397
5900.0	800.0	3.80428624	-7.62865925	-8.21597099
5900.0	900.0	3.81409407	-8.51255035	-9.27633762
5900.0	1000.0	3.82508683	-9.39344597	-10.324976
5950.0	3.0	3.80178952	-0.541299999	0.570693016
5950.0	100.0	3.80173326	-1.39567304	-0.514068604
5950.0	200.0	3.8029151	-2.2776587	-1.62688434
5950.0	300.0	3.8053472	-3.16031885	-2.73323345
5950.0	400.0	3.80902123	-4.04312134	-3.83226156
5950.0	500.0	3.8139286	-4.92553854	-4.92315817
5950.0	600.0	3.82005954	-5.80705214	-6.00516319
5950.0	700.0	3.82740307	-6.68715382	-7.07756519
5950.0	800.0	3.83594942	-7.56530762	-8.22767162
5950.0	900.0	3.84568882	-8.44087791	-9.29393959
5950.0	1000.0	3.85660863	-9.31348991	-10.3487043
6000.0	3.0	3.83373618	-0.545641184	0.611630023
6000.0	100.0	3.83367229	-1.39175999	-0.482190192
6000.0	200.0	3.83483791	-2.26525116	-1.60358763
6000.0	300.0	3.83724689	-3.13943577	-2.71792698
6000.0	400.0	3.84089017	-4.01378155	-3.82451344
6000.0	500.0	3.84575891	-4.88776493	-4.92267895
6000.0	600.0	3.85184431	-5.76087046	-6.01178122
6000.0	700.0	3.85913563	-6.63258934	-7.09121037
6000.0	800.0	3.86762261	-7.50242758	-8.16038513
6000.0	900.0	3.87729502	-8.36990166	-9.21876335
6000.0	1000.0	3.8881402	-9.23454285	-10.2658272
6050.0	3.0	3.8656826	-0.550286055	0.610698581
6050.0	100.0	3.86561131	-1.38814497	-0.474569678
6050.0	200.0	3.86676168	-2.25314403	-1.58722925
6050.0	300.0	3.86914778	-3.11887169	-2.69292593
6050.0	400.0	3.8727603	-3.98481059	-3.7909801
6050.0	500.0	3.87759209	-4.85044956	-4.88073826
6050.0	600.0	3.88363266	-5.71528339	-5.96157312
6050.0	700.0	3.89087272	-6.57882023	-7.03288651
6050.0	800.0	3.89930105	-7.44057274	-8.09411049
6050.0	900.0	3.90890694	-8.30007076	-9.14471245
6050.0	1000.0	3.91967964	-9.15685844	-10.1841888
6100.0	3.0	3.89762974	-0.554916859	0.609761775
6100.0	100.0	3.89754963	-1.38464403	-0.467078626
6100.0	200.0	3.89868498	-2.24128222	-1.57112777
6100.0	300.0	3.90104866	-3.09868455	-2.66830873
6100.0	400.0	3.90463209	-3.95634604	-3.7579565
6100.0	500.0	3.90942717	-4.81376743	-4.83943081
6100.0	600.0	3.91542363	-5.67045641	-5.91211891
6100.0	700.0	3.92261267	-6.52593184	-6.97543526
6100.0	800.0	3.9309833	-7.37972021	-8.02882385
6100.0	900.0	3.94052434	-8.23136139	-9.07176208
6100.0	1000.0	3.95122552	-9.08040619	-10.1037569
6150.0	3.0	3.9295764	-0.559533238	0.608819544
6150.0	100.0	3.92948866	-1.38125443	-0.459714293
6150.0	200.0	3.93060899	-2.22966099	-1.55527806
6150.0	300.0	3.93295026	-3.07886553	-2.64406705
6150.0	400.0	3.93650532	-3.9283762	-3.72543073
6150.0	500.0	3.94126368	-4.77770519	-4.79874277
6150.0	600.0	3.94721699	-5.62637234	-5.86340237
6150.0	700.0	3.95435619	-6.47390747	-6.91883755
6150.0	800.0	3.96266985	-7.31984806	-7.96450329
6150.0	900.0	3.97214794	-8.16374588	-8.99988747
6150.0	1000.0	3.98277807	-9.00515938	-10.0245066
6200.0	3.0	3.96152306	-0.564135194	0.607872605
6200.0	100.0	3.96142769	-1.37797356	-0.452473879
6200.0	200.0	3.96253324	-2.21827388	-1.53967428
6200.0	300.0	3.96485305	-3.05940652	-2.62019229
6200.0	400.0	3.96837854	-3.90088964	-3.6933918
6200.0	500.0	3.97310209	-4.74224854	-4.75865936
6200.0	600.0	3.9790132	-5.58301401	-5.81540775
6200.0	700.0	3.98610258	-6.42272615	-6.8630743
6200.0	800.0	3.99436092	-7.26093531	-7.90112782
6200.0	900.0	4.00377655	-8.09719944	-8.9290638
6200.0	1000.0	4.01433754	-8.93123913	-9.94659042
6200.0	1000.0	4.01433706	-8.92945957	-9.94442654
6250.0	3.0	3.99346972	-0.568722665	0.606920898
6250.0	100.0	3.99336672	-1.37479794	-0.445354491
6250.0	200.0	3.99445772	-2.20711613	-1.52431107
6250.0	300.0	3.99675584	-3.04029822	-2.59667706
6250.0	400.0	4.00025368	-3.87387586	-3.66182971
6250.0	500.0	4.00494194	-4.70738411	-4.71916819
6250.0	600.0	4.01081133	-5.54036474	-5.76811695
6250.0	700.0	4.01785278	-6.37236977	-6.80812645
6250.0	800.0	4.02605534	-7.20295763	-7.83867455
6250.0	900.0	4.03540897	-8.03170013	-8.85926914
6250.0	1000.0	4.04590273	-8.85817814	-9.86944675
6300.0	3.0	4.02541637	-0.573295414	0.60596478
6300.0	100.0	4.02530575	-1.37172556	-0.438353568
6300.0	200.0	4.02638149	-2.19618201	-1.50918317
6300.0	300.0	4.02865934	-3.0215342	-2.57351351
6300.0	400.0	4.03212976	-3.84732413	-3.63073373
6300.0	500.0	4.03678322	-4.67309761	-4.68025637
6300.0	600.0	4.04261208	-5.49840927	-5.72151709
6300.0	700.0	4.04960537	-6.32283115	-6.75376034
6300.0	800.0	4.05775309	-7.14601898	-7.77490234
6300.0	900.0	4.06704378	-7.96751213	-8.78539181
6300.0	1000.0	4.07746696	-8.78691101	-9.78474808
6350.0	3.0	4.05736303	-0.577786148	0.603739142
6350.0	100.0	4.0572443	-1.36871111	-0.432263851
6350.0	200.0	4.05830717	-2.1854496	-1.49460077
6350.0	300.0	4.06056356	-3.00312376	-2.55036926
6350.0	400.0	4.06400585	-3.82129478	-3.59882712
6350.0	500.0	4.06862545	-4.63952827	-4.63927031
6350.0	600.0	4.07441235	-5.45739746	-5.67103958
6350.0	700.0	4.08135748	-6.2744832	-6.6935215
6350.0	800.0	4.08945036	-7.09037304	-7.70614481
6350.0	900.0	4.09868193	-7.90447712	-8.81162739
6350.0	1000.0	4.10904074	-8.71650505	-9.81783676
6400.0	3.0	4.08930922	-0.582039058	0.645021081
6400.0	100.0	4.08918381	-1.36566377	-0.401128352
6400.0	200.0	4.09023237	-2.17488885	-1.47315836
6400.0	300.0	4.09246778	-2.98506212	-2.53800726
6400.0	400.0	4.09588337	-3.79574633	-3.59508181
6400.0	500.0	4.10046959	-4.60650826	-4.64381075
6400.0	600.0	4.10621643	-5.41692066	-5.68364716
6400.0	700.0	4.11311579	-6.22656536	-6.71407175
6400.0	800.0	4.12115669	-7.03503036	-7.73458862
6400.0	900.0	4.13033009	-7.84191418	-8.74473381
6400.0	1000.0	4.14062405	-8.6468277	-9.74407101
6450.0	3.0	4.12125587	-0.58657521	0.644035459
6450.0	100.0	4.12112284	-1.36288071	-0.394465148
6450.0	200.0	4.1221571	-2.16457891	-1.45868695
6450.0	300.0	4.12437344	-2.96725559	-2.5158186
6450.0	400.0	4.12776184	-3.77048254	-3.56527758
6450.0	500.0	4.13231516	-4.5738368	-4.60650492
6450.0	600.0	4.13802338	-5.37690163	-5.63896608
6450.0	700.0	4.14487743	-6.17926693	-6.66214895
6450.0	800.0	4.15286779	-6.98053169	-7.67556953
6450.0	900.0	4.16198349	-7.78030205	-8.67877293
6450.0	1000.0	4.17221355	-8.57819653	-9.67132759
6500.0	3.0	4.15320253	-0.591097414	0.643043399
6500.0	100.0	4.15306234	-1.36018991	-0.387910545
6500.0	200.0	4.15408278	-2.15447092	-1.44442916
6500.0	300.0	4.15627861	-2.94975948	-2.49394727
6500.0	400.0	4.15964174	-3.74563646	-3.53589439
6500.0	500.0	4.16416264	-4.5416894	-4.56972313
6500.0	600.0	4.16983223	-5.33751059	-5.59490824
6500.0	700.0	4.17664242	-6.13269949	-6.61094761
6500.0	800.0	4.18458223	-6.92686462	-7.61736917
6500.0	900.0	4.19364071	-7.71961975	-8.61372185
6500.0	1000.0	4.20380878	-8.51059246	-9.59958744
6550.0	3.0	4.18514872	-0.595605552	0.642045021
6550.0	100.0	4.18500137	-1.35758948	-0.381462157
6550.0	200.0	4.18600845	-2.14456081	-1.43038034
6550.0	300.0	4.18818521	-2.9325664	-2.47238731
6550.0	400.0	4.1915226	-3.72119951	-3.50692463
6550.0	500.0	4.19601107	-4.51005507	-4.53345394
6550.0	600.0	4.20164299	-5.29873514	-5.55146027
6550.0	700.0	4.20841026	-6.08684921	-6.56045437
6550.0	800.0	4.21629953	-6.87401199	-7.55996847
6550.0	900.0	4.22530317	-7.65984821	-8.54956436
6550.0	1000.0	4.23540974	-8.44399261	-9.52882862
6600.0	3.0	4.21709538	-0.600099564	0.641040862
6600.0	100.0	4.21694088	-1.35507715	-0.375117868
6600.0	200.0	4.21793461	-2.13484287	-1.41653657
6600.0	300.0	4.22009182	-2.91567111	-2.45113277
6600.0	400.0	4.22340345	-3.69716287	-3.47835827
6600.0	500.0	4.2278614	-4.47892284	-4.49768639
6600.0	600.0	4.23345661	-5.2605629	-5.50861168
6600.0	700.0	4.24017954	-6.04169941	-6.51065302
6600.0	800.0	4.24802065	-6.82195663	-7.50335264
