Distance Sea Floor [m]	Height DOM [m]	Arrival Time [s]	Angle of Departure [degrees]	Angle of Arrival [degrees]
2250.0	400.0	1.45911634	-10.0332699	-9.94262505
2250.0	500.0	1.47154355	-12.4546242	-12.4398365
2250.0	600.0	1.48668158	-14.8315039	-14.8885498
2250.0	700.0	1.50445127	-17.1569252	-17.2816277
2250.0	800.0	1.52476168	-19.4251347	-19.6118298
2250.0	900.0	1.54751635	-21.6310005	-21.9612808
2250.0	1000.0	1.57262146	-23.7700539	-24.1635933
2300.0	3.0	1.46962154	-0.154360324	0.276264846
2300.0	100.0	1.47063434	-2.53757882	-2.19307995
2300.0	200.0	1.47447956	-4.98645735	-4.72817755
2300.0	300.0	1.48114347	-7.41807318	-7.24297762
2300.0	400.0	1.49058652	-9.82364082	-9.72832489
2300.0	500.0	1.50275636	-12.194952	-12.1757116
2300.0	600.0	1.51758838	-14.5245237	-14.5774269
2300.0	700.0	1.5350033	-16.8061714	-16.9903698
2300.0	800.0	1.55492496	-19.0331097	-19.2918243
2300.0	900.0	1.57726002	-21.201067	-21.5290127
2300.0	1000.0	1.60191298	-23.3062077	-23.6981697
2350.0	3.0	1.50156963	-0.160901546	0.274552107
2350.0	100.0	1.50255179	-2.49207973	-2.14271641
2350.0	200.0	1.50630927	-4.8878727	-4.62473011
2350.0	300.0	1.51283002	-7.26753712	-7.08763599
2350.0	400.0	1.52207613	-9.62285233	-9.52261734
2350.0	500.0	1.53399682	-11.9462118	-11.9612112
2350.0	600.0	1.54853356	-14.2301178	-14.330451
2350.0	700.0	1.5656147	-16.4684124	-16.6489906
2350.0	800.0	1.58516169	-18.6555996	-18.9112434
2350.0	900.0	1.6070888	-20.7870522	-21.1125717
2350.0	1000.0	1.63130522	-22.8590126	-23.2492809
2400.0	3.0	1.53351748	-0.166975528	0.313725144
2400.0	100.0	1.53447056	-2.44840026	-2.07097507
2400.0	200.0	1.53814387	-4.79339981	-4.51912022
2400.0	300.0	1.54452634	-7.12327862	-6.94830418
2400.0	400.0	1.55358315	-9.43025017	-9.35033607
2400.0	500.0	1.56526721	-11.7069988	-11.7175713
2400.0	600.0	1.57952142	-13.946806	-14.0430431
2400.0	700.0	1.59627867	-16.1436424	-16.3205547
2400.0	800.0	1.61546445	-18.2922421	-18.5447464
2400.0	900.0	1.63699818	-20.3881321	-20.7111397
2400.0	1000.0	1.66079259	-22.4276428	-22.8161049
2450.0	3.0	1.56546557	-0.1733841	0.312122136
2450.0	100.0	1.56639004	-2.40686679	-2.02459288
2450.0	200.0	1.56998241	-4.70292473	-4.42379284
2450.0	300.0	1.57623291	-6.98482418	-6.80505562
2450.0	400.0	1.58510816	-9.24522972	-9.16065502
2450.0	500.0	1.59656405	-11.4772282	-11.4833632
2450.0	600.0	1.61054647	-13.674448	-13.7665653
2450.0	700.0	1.62699199	-15.8311501	-16.0043564
2450.0	800.0	1.64583015	-17.9422855	-18.191597
2450.0	900.0	1.6669836	-20.0035362	-20.3239479
2450.0	1000.0	1.69037032	-22.0113277	-22.3978767
2500.0	3.0	1.59741366	-0.179729074	0.310573429
2500.0	100.0	1.59831047	-2.36716032	-1.98004556
2500.0	200.0	1.601825	-4.61618757	-4.33221054
2500.0	300.0	1.60794854	-6.85194969	-6.66738987
2500.0	400.0	1.61664951	-9.06752205	-8.97828484
2500.0	500.0	1.62788606	-11.2563686	-11.2580538
2500.0	600.0	1.64160705	-13.412447	-13.5004187
2500.0	700.0	1.65775204	-15.5302801	-15.6997395
2500.0	800.0	1.67625463	-17.6050377	-17.8510952
2500.0	900.0	1.69704115	-19.6325493	-19.9502869
2500.0	1000.0	1.72003365	-21.609333	-21.9938717
2550.0	3.0	1.62936175	-0.186013624	0.309075892
2550.0	100.0	1.63023186	-2.329175	-1.93722665
2550.0	200.0	1.63367152	-4.53297615	-4.24415779
2550.0	300.0	1.63967288	-6.72433615	-6.5349865
2550.0	400.0	1.64820623	-8.89671707	-8.80281258
2550.0	500.0	1.65923166	-11.0439301	-11.041153
2550.0	600.0	1.67270052	-13.1602354	-13.2440376
2550.0	700.0	1.68855631	-15.2404203	-15.4060955
2550.0	800.0	1.70673513	-17.2798462	-17.5225964
2550.0	900.0	1.72716737	-19.274498	-19.5894871
2550.0	1000.0	1.74977851	-21.2209816	-21.6034107
2600.0	3.0	1.66130972	-0.192240641	0.307626605
2600.0	100.0	1.6621542	-2.29281187	-1.89603806
2600.0	200.0	1.6655215	-4.45308876	-4.15943623
2600.0	300.0	1.67140543	-6.60168839	-6.40755177
2600.0	400.0	1.67977738	-8.7324295	-8.63385582
2600.0	500.0	1.69059956	-10.8394508	-10.832201
2600.0	600.0	1.70382571	-12.9172983	-12.996911
2600.0	700.0	1.71940243	-14.9609985	-15.1228542
2600.0	800.0	1.73726869	-16.9661064	-17.205492
2600.0	900.0	1.75735831	-18.9287491	-19.2409172
2600.0	1000.0	1.77959621	-20.8459282	-21.2239609
2650.0	3.0	1.69325769	-0.198412821	0.306222945
2650.0	100.0	1.69407701	-2.25798082	-1.85638881
2650.0	200.0	1.69737506	-4.37634182	-4.07785988
2650.0	300.0	1.70314562	-6.48373365	-6.2848115
2650.0	400.0	1.71136224	-8.5743084	-8.47106171
2650.0	500.0	1.72198868	-10.6425085	-10.6307755
2650.0	600.0	1.73498106	-12.6831474	-12.7585497
2650.0	700.0	1.75028813	-14.6914787	-14.8494806
2650.0	800.0	1.76785254	-16.6632462	-16.8992176
2650.0	900.0	1.78760338	-18.5953064	-18.900322
2650.0	1000.0	1.80948412	-20.483242	-20.954483
2700.0	3.0	1.7252059	-0.204532683	0.304862469
2700.0	100.0	1.72600067	-2.22459698	-1.81819427
2700.0	200.0	1.7292316	-4.30256224	-3.99925661
2700.0	300.0	1.73489344	-6.37021875	-6.1665144
2700.0	400.0	1.7429601	-8.42202473	-8.31410217
2700.0	500.0	1.7533977	-10.4527063	-10.4364796
2700.0	600.0	1.7661643	-12.4573317	-12.5285015
2700.0	700.0	1.78120875	-14.4316387	-14.5837784
2700.0	800.0	1.79847705	-16.3712444	-16.6786003
2700.0	900.0	1.81791234	-18.2722301	-18.6632996
2700.0	1000.0	1.83944798	-20.1317806	-20.600956
2750.0	3.0	1.75715387	-0.210602567	0.303542793
2750.0	100.0	1.75792527	-2.19258213	-1.78137696
2750.0	200.0	1.76109135	-4.23159218	-3.92346883
2750.0	300.0	1.76664782	-6.26090574	-6.05242157
2750.0	400.0	1.77456999	-8.27530098	-8.16246605
2750.0	500.0	1.78482378	-10.2698908	-10.2476177
2750.0	600.0	1.79737067	-12.2397547	-12.3586388
2750.0	700.0	1.81216478	-14.1804981	-14.3946981
2750.0	800.0	1.82915318	-16.0882893	-16.3923016
2750.0	900.0	1.84827828	-17.9596481	-18.3479271
2750.0	1000.0	1.86947858	-19.7915668	-20.2585945
2800.0	3.0	1.78910172	-0.216231912	0.34309268
2800.0	100.0	1.78985047	-2.16161251	-1.72239327
2800.0	200.0	1.79295409	-4.16316271	-3.84393263
2800.0	300.0	1.79840827	-6.15556145	-5.952034
2800.0	400.0	1.80619037	-8.13381863	-8.0413599
2800.0	500.0	1.81626892	-10.0931664	-10.1068516
2800.0	600.0	1.82860577	-12.0291214	-12.1438007
2800.0	700.0	1.84315681	-13.9375439	-14.1479034
2800.0	800.0	1.85987222	-15.8146744	-16.1152973
2800.0	900.0	1.87869704	-17.6571636	-18.042593
2800.0	1000.0	1.89957213	-19.4620895	-19.9268875
2850.0	3.0	1.82104969	-0.222215608	0.341833472
2850.0	100.0	1.82177627	-2.13207769	-1.6880734
2850.0	200.0	1.82481909	-4.0972805	-3.77324486
2850.0	300.0	1.83017576	-6.05386782	-5.84557009
2850.0	400.0	1.83782279	-7.99709654	-7.89997101
2850.0	500.0	1.84773135	-9.9224329	-9.93163395
2850.0	600.0	1.85986459	-11.8256016	-11.9360609
2850.0	700.0	1.87418079	-13.7026482	-13.9091358
2850.0	800.0	1.89063215	-15.5499611	-15.8471518
2850.0	900.0	1.9091661	-17.364315	-17.7468357
2850.0	1000.0	1.92972624	-19.1428795	-19.6053677
2900.0	3.0	1.85299778	-0.228156328	0.340606421
2900.0	100.0	1.85370266	-2.10370255	-1.65492201
2900.0	200.0	1.85668695	-4.03378153	-3.70494604
2900.0	300.0	1.86194849	-5.95574379	-5.74267864
2900.0	400.0	1.86946547	-7.86508226	-7.7632885
2900.0	500.0	1.87920988	-9.75748062	-9.76218605
2900.0	600.0	1.89114666	-11.6288605	-11.7350807
2900.0	700.0	1.90523553	-13.4754333	-13.6780233
2900.0	800.0	1.92143106	-15.2937412	-15.5874577
2900.0	900.0	1.93968308	-17.0806694	-17.4602222
2900.0	1000.0	1.95993769	-18.8334789	-19.2935867
2950.0	3.0	1.88494563	-0.234055713	0.339410037
2950.0	100.0	1.88562953	-2.07642913	-1.6228807
2950.0	200.0	1.88855743	-3.97254658	-3.63891745
2950.0	300.0	1.89372706	-5.86101484	-5.64318562
2950.0	400.0	1.90111828	-7.73754644	-7.63108349
2950.0	500.0	1.91070378	-9.59802818	-9.59823322
2950.0	600.0	1.92245018	-11.4385681	-11.540535
2950.0	700.0	1.93631911	-13.2555418	-13.4542074
2950.0	800.0	1.95226729	-15.0456257	-15.3358278
2950.0	900.0	1.97024632	-16.8058224	-17.1823521
2950.0	1000.0	1.99020433	-18.533474	-18.991127
3000.0	3.0	1.91689348	-0.239915252	0.338242829
3000.0	100.0	1.917557	-2.05020308	-1.59189522
3000.0	200.0	1.92042983	-3.91346431	-3.57504892
3000.0	300.0	1.92551088	-5.76951456	-5.54692554
3000.0	400.0	1.9327805	-7.61427307	-7.5031395
3000.0	500.0	1.94221222	-9.44381714	-9.43951225
3000.0	600.0	1.95377469	-11.2544279	-11.3521252
3000.0	700.0	1.96743083	-13.0426378	-13.2373514
3000.0	800.0	1.98313868	-14.8052511	-15.0919008
3000.0	900.0	2.00085282	-16.539381	-16.9128361
3000.0	1000.0	2.02052331	-18.2424564	-18.6975822
3050.0	3.0	1.94884157	-0.24573642	0.337103456
3050.0	100.0	1.94948494	-2.02497315	-1.56191468
3050.0	200.0	1.9523046	-3.85643148	-3.51323557
3050.0	300.0	1.95730007	-5.68109083	-5.45374441
3050.0	400.0	1.96445143	-7.49505901	-7.37925482
3050.0	500.0	1.97373462	-9.29459763	-9.28577995
3050.0	600.0	1.98511887	-11.0761538	-11.1695662
3050.0	700.0	1.99856865	-12.8364019	-13.0271397
3050.0	800.0	2.01404428	-14.5722752	-14.8553343
3050.0	900.0	2.03149867	-16.2812023	-16.6497097
3050.0	1000.0	2.05088139	-17.9608002	-18.5079498
3100.0	3.0	1.98078918	-0.251520425	0.335990608
3100.0	100.0	1.9814136	-2.00069189	-1.53289151
3100.0	200.0	1.98418152	-3.80135036	-3.45338058
3100.0	300.0	1.98909366	-5.59559584	-5.36349535
3100.0	400.0	1.9961313	-7.37971783	-7.2592411
3100.0	500.0	2.00527024	-9.15014553	-9.13680458
3100.0	600.0	2.01648188	-10.9034824	-10.9925938
3100.0	700.0	2.02973032	-12.6366711	-12.8222895
3100.0	800.0	2.04497504	-14.3469868	-14.7019234
3100.0	900.0	2.06218052	-16.03088	-16.483696
3100.0	1000.0	2.08129787	-17.686409	-18.231123
3150.0	3.0	2.01273704	-0.257268637	0.334903091
3150.0	100.0	2.01334238	-1.977314	-1.50478077
3150.0	200.0	2.01606059	-3.74813008	-3.39539289
3150.0	300.0	2.02089214	-5.51289463	-5.27604485
3150.0	400.0	2.02781892	-7.26810074	-7.14268112
3150.0	500.0	2.03681755	-9.01042175	-8.99104691
3150.0	600.0	2.04785943	-10.7365446	-10.8735523
3150.0	700.0	2.0609138	-12.443182	-12.6903038
3150.0	800.0	2.07594299	-14.127636	-14.4790258
3150.0	900.0	2.09290624	-15.7873173	-16.237072
3150.0	1000.0	2.1117599	-17.4198914	-17.9621086
3200.0	3.0	2.04468513	-0.262592286	0.374681592
3200.0	100.0	2.04527211	-1.95455194	-1.45406222
3200.0	200.0	2.04794145	-3.69657469	-3.33276939
3200.0	300.0	2.05269456	-5.432868	-5.20100641
3200.0	400.0	2.05951381	-7.16004705	-7.05508518
3200.0	500.0	2.06837702	-8.87484646	-8.8914814
3200.0	600.0	2.07925725	-10.5741491	-10.7068729
3200.0	700.0	2.09212351	-12.255022	-12.4981709
3200.0	800.0	2.10694027	-13.9147348	-14.2625427
3200.0	900.0	2.12366843	-15.5507917	-15.9974375
3200.0	1000.0	2.1422658	-17.1609287	-17.7005882
3250.0	3.0	2.07663274	-0.268279642	0.373626173
3250.0	100.0	2.07720184	-1.93282461	-1.42762136
3250.0	200.0	2.07982397	-3.64674997	-3.27819037
3250.0	300.0	2.08450127	-5.35526848	-5.11866617
3250.0	400.0	2.0912168	-7.05514622	-6.94551897
3250.0	500.0	2.09994864	-8.74325752	-8.75537395
3250.0	600.0	2.11067152	-10.4166193	-10.5450459
3250.0	700.0	2.12335515	-12.0724125	-12.3115664
3250.0	800.0	2.13796568	-13.7080154	-14.0522089
3250.0	900.0	2.15446544	-15.3210144	-15.7645054
3250.0	1000.0	2.17281389	-16.9092255	-17.4462662
3300.0	3.0	2.10858059	-0.273935497	0.372590303
3300.0	100.0	2.10913205	-1.91187775	-1.40197086
3300.0	200.0	2.11170816	-3.59853411	-3.22522712
3300.0	300.0	2.11631203	-5.28008842	-5.03874874
3300.0	400.0	2.12292647	-6.95344782	-6.83915472
3300.0	500.0	2.13153124	-8.61562061	-8.62321281
3300.0	600.0	2.14210129	-10.2637472	-10.3878651
3300.0	700.0	2.15460801	-11.8951206	-12.1302586
3300.0	800.0	2.16901827	-13.5072184	-13.8477669
3300.0	900.0	2.18529606	-15.0977135	-15.5380058
3300.0	1000.0	2.20340252	-16.6644859	-17.1988525
3350.0	3.0	2.14052868	-0.279560685	0.371573031
3350.0	100.0	2.1410625	-1.89167726	-1.37707615
3350.0	200.0	2.1435945	-3.55185747	-3.17381001
3350.0	300.0	2.14812636	-5.20722294	-4.96114874
3350.0	400.0	2.1546433	-6.85481453	-6.73585558
3350.0	500.0	2.16312432	-8.49176693	-8.49482918
3350.0	600.0	2.17354631	-10.1153364	-10.2351341
3350.0	700.0	2.1858809	-11.722928	-11.9540281
3350.0	800.0	2.20009613	-13.3121042	-13.6489744
3350.0	900.0	2.21615863	-14.8806267	-15.3176794
3350.0	1000.0	2.23402953	-16.4264412	-16.9580727
3400.0	3.0	2.17247629	-0.285155952	0.37057358
3400.0	100.0	2.17299342	-1.87219048	-1.35290492
3400.0	200.0	2.17548203	-3.50665331	-3.12387228
3400.0	300.0	2.17994475	-5.13657236	-4.88576937
3400.0	400.0	2.18636608	-6.75911617	-6.63549137
3400.0	500.0	2.19472766	-8.37153721	-8.37006474
3400.0	600.0	2.20500541	-9.97120476	-10.086668
3400.0	700.0	2.21717286	-11.5556202	-11.7826633
3400.0	800.0	2.2311995	-13.1224451	-13.4556084
3400.0	900.0	2.24705172	-14.669508	-15.1032772
3400.0	1000.0	2.2646935	-16.194828	-16.7236729
3450.0	3.0	2.20442438	-0.290722162	0.369591415
3450.0	100.0	2.20492482	-1.85338664	-1.32942629
3450.0	200.0	2.207371	-3.4628582	-3.07535124
3450.0	300.0	2.21176672	-5.06804371	-4.81251478
3450.0	400.0	2.21809578	-6.66622877	-6.53793955
3450.0	500.0	2.22634053	-8.25478077	-8.24876785
3450.0	600.0	2.23647857	-9.8311739	-9.94229317
3450.0	700.0	2.24848342	-11.3930054	-11.6159706
3450.0	800.0	2.26232624	-12.9380217	-13.2674484
3450.0	900.0	2.27797437	-14.4641285	-14.8945732
3450.0	1000.0	2.2953856	-15.969986	-16.490572
3500.0	3.0	2.23637176	-0.29625994	0.368625671
3500.0	100.0	2.23685646	-1.83523703	-1.30661154
3500.0	200.0	2.23926187	-3.42041421	-3.02818871
3500.0	300.0	2.24359131	-5.00154734	-4.74129772
3500.0	400.0	2.2498312	-6.57603645	-6.44308281
3500.0	500.0	2.2579627	-8.14135551	-8.13079929
3500.0	600.0	2.26796436	-9.69507694	-9.80184174
3500.0	700.0	2.27981114	-11.2349443	-11.4532967
3500.0	800.0	2.2934711	-12.7590523	-13.0807323
3500.0	900.0	2.30891681	-14.2649403	-14.778347
3500.0	1000.0	2.32611585	-15.7505922	-16.3694115
3550.0	3.0	2.26831985	-0.301770061	0.367675871
3550.0	100.0	2.26878834	-1.81771398	-1.28443301
3550.0	200.0	2.27115345	-3.37926435	-2.9823277
3550.0	300.0	2.27541971	-4.93700123	-4.67203522
3550.0	400.0	2.28157187	-6.48846436	-6.35050869
3550.0	500.0	2.28959274	-8.0312891	-8.01465034
3550.0	600.0	2.29946017	-9.56316662	-9.66182804
3550.0	700.0	2.31115174	-11.0815763	-11.3610315
3550.0	800.0	2.32464027	-12.5845652	-12.9824886
3550.0	900.0	2.33989453	-14.0701866	-14.5803108
3550.0	1000.0	2.35688233	-15.5366383	-16.1526814
3600.0	3.0	2.30026698	-0.306866318	0.407595396
3600.0	100.0	2.30072093	-1.80054975	-1.23937809
3600.0	200.0	2.30304718	-3.33925438	-2.93129539
3600.0	300.0	2.30725074	-4.87434769	-4.61440563
3600.0	400.0	2.31331754	-6.40343237	-6.28604126
3600.0	500.0	2.32123137	-7.9241786	-7.94364214
3600.0	600.0	2.33097076	-9.43433952	-9.58477402
3600.0	700.0	2.34251308	-10.9317732	-11.2071505
3600.0	800.0	2.3558321	-12.4144611	-12.8086472
3600.0	900.0	2.37089825	-13.8805103	-14.3873158
3600.0	1000.0	2.38768005	-15.3281765	-15.9413939
3650.0	3.0	2.33221507	-0.312330455	0.406660199
3650.0	100.0	2.33265328	-1.78417754	-1.21837246
3650.0	200.0	2.33494186	-3.30047989	-2.88782358
3650.0	300.0	2.33908463	-4.81337881	-4.54872894
3650.0	400.0	2.34506941	-6.32057381	-6.19852352
3650.0	500.0	2.35287857	-7.81982279	-7.8347435
3650.0	600.0	2.36249304	-9.30896759	-9.45504475
3650.0	700.0	2.37389016	-10.7859459	-11.0572243
3650.0	800.0	2.38704395	-12.248806	-12.6392288
3650.0	900.0	2.40192699	-13.6957226	-14.1991749
3650.0	1000.0	2.41850829	-15.1250057	-15.7353506
3700.0	3.0	2.36416268	-0.317769706	0.405736357
3700.0	100.0	2.36458588	-1.76835501	-1.19792688
3700.0	200.0	2.36683774	-3.26284218	-2.84549618
3700.0	300.0	2.37092185	-4.75412416	-4.48476982
3700.0	400.0	2.37682605	-6.23998976	-6.11328173
3700.0	500.0	2.38453364	-7.71828461	-7.72865772
3700.0	600.0	2.39402628	-9.18693066	-9.32864094
3700.0	700.0	2.40528202	-10.6439419	-10.9111071
3700.0	800.0	2.41827536	-12.0874338	-12.4740696
3700.0	900.0	2.43297982	-13.515646	-14.015708
3700.0	1000.0	2.44936562	-14.9269333	-15.534359
3750.0	3.0	2.39611053	-0.323184639	0.404823601
3750.0	100.0	2.39651918	-1.75306034	-1.17801976
3750.0	200.0	2.39873457	-3.22629666	-2.80426836
3750.0	300.0	2.40276146	-4.69651604	-4.42246246
3750.0	400.0	2.40858746	-6.16159201	-6.03022671
3750.0	500.0	2.41619658	-7.61945486	-7.62527657
3750.0	600.0	2.42557025	-9.06810188	-9.20543575
3750.0	700.0	2.43668842	-10.505621	-10.7686539
3750.0	800.0	2.44952536	-11.9301901	-12.3130112
3750.0	900.0	2.46405602	-13.340106	-13.8367443
3750.0	1000.0	2.48025107	-14.7337809	-15.3382397
3800.0	3.0	2.42805815	-0.328575611	0.403921425
3800.0	100.0	2.42845273	-1.73827291	-1.15863037
3800.0	200.0	2.43063259	-3.19080091	-2.76409841
3800.0	300.0	2.43460369	-4.64049149	-4.36174393
3800.0	400.0	2.44035339	-6.08529949	-5.9492774
3800.0	500.0	2.44786644	-7.52323246	-7.52449942
3800.0	600.0	2.45712519	-8.95236301	-9.08531094
3800.0	700.0	2.46810842	-10.3708448	-10.6297302
3800.0	800.0	2.48079348	-11.7769213	-12.1559048
3800.0	900.0	2.49515438	-13.1689425	-13.6621218
3800.0	1000.0	2.51116395	-14.5453711	-15.146822
3850.0	3.0	2.46000576	-0.333943039	0.40302965
3850.0	100.0	2.46038628	-1.72397292	-1.13973927
3850.0	200.0	2.46253204	-3.15631557	-2.72494698
3850.0	300.0	2.46644855	-4.58599091	-4.30255318
3850.0	400.0	2.4721241	-6.0110321	-5.87035513
3850.0	500.0	2.47954369	-7.42952061	-7.42622948
3850.0	600.0	2.48868942	-8.83959866	-8.96815109
3850.0	700.0	2.499542	-10.2394857	-10.4942083
3850.0	800.0	2.51207876	-11.6274853	-12.0026064
3850.0	900.0	2.52627444	-13.0020008	-13.4916878
3850.0	1000.0	2.54209828	-14.3618536	-14.9568605
3900.0	3.0	2.49195313	-0.339287311	0.40214783
3900.0	100.0	2.49232006	-1.71014214	-1.12132812
3900.0	200.0	2.49443221	-3.1228025	-2.68677568
3900.0	300.0	2.49829578	-4.53295803	-4.24483633
3900.0	400.0	2.50389886	-5.9387145	-5.79338408
3900.0	500.0	2.51122713	-7.33822584	-7.33037376
3900.0	600.0	2.52026367	-8.72970104	-8.85385036
3900.0	700.0	2.53098822	-10.1114302	-10.3618507
3900.0	800.0	2.5433774	-11.482048	-11.8500328
3900.0	900.0	2.55740643	-12.8398581	-13.4128294
3900.0	1000.0	2.57305574	-14.1828728	-14.874527
3950.0	3.0	2.52390099	-0.344608843	0.401275784
3950.0	100.0	2.52425408	-1.69676268	-1.10337889
3950.0	200.0	2.52633333	-3.0902257	-2.64954901
3950.0	300.0	2.53014517	-4.48133898	-4.18853092
3950.0	400.0	2.53567743	-5.86831665	-5.7178998
3950.0	500.0	2.5429163	-7.24941301	-7.23538017
3950.0	600.0	2.55184388	-8.62292385	-8.73894024
3950.0	700.0	2.56244254	-9.98703384	-10.2983007
3950.0	800.0	2.5746913	-11.3401222	-11.7838268
3950.0	900.0	2.58856678	-12.6807652	-13.2502689
3950.0	1000.0	2.60404325	-14.0075588	-14.6962013
4000.0	3.0	2.5558486	-0.349524617	0.44128117
4000.0	100.0	2.55618834	-1.68357992	-1.06237864
4000.0	200.0	2.55823588	-3.05845404	-2.60680795
4000.0	300.0	2.56199646	-4.43111181	-4.14337301
4000.0	400.0	2.56746006	-5.79979467	-5.67007446
4000.0	500.0	2.57461143	-7.16278267	-7.1849823
4000.0	600.0	2.58343506	-8.51840878	-8.68625832
4000.0	700.0	2.59391284	-9.86506844	-10.172163
4000.0	800.0	2.6060245	-11.201231	-11.6410656
4000.0	900.0	2.61974645	-12.525445	-13.0914536
4000.0	1000.0	2.63505459	-13.8363485	-14.5219383
4050.0	3.0	2.58779597	-0.354809165	0.440411985
4050.0	100.0	2.58812332	-1.67103326	-1.04528594
4050.0	200.0	2.59013891	-3.02760124	-2.57131982
4050.0	300.0	2.59385061	-4.38209438	-4.08968496
4050.0	400.0	2.5992465	-5.7328186	-5.59844923
4050.0	500.0	2.60631347	-7.07811451	-7.09575129
4050.0	600.0	2.61503577	-8.41637135	-8.579813
4050.0	700.0	2.6253953	-9.74604225	-10.0489502
4050.0	800.0	2.63737226	-11.0656424	-11.501586
4050.0	900.0	2.65094447	-12.3737707	-12.9362535
4050.0	1000.0	2.66608834	-13.6691036	-14.3516026
4100.0	3.0	2.61974382	-0.36007303	0.43954888
4100.0	100.0	2.62005782	-1.65888715	-1.02860522
4100.0	200.0	2.62204289	-2.99757981	-2.53667164
4100.0	300.0	2.62570643	-4.3343339	-4.03725815
4100.0	400.0	2.63103676	-5.6675148	-5.52849817
4100.0	500.0	2.63802123	-6.99552155	-7.00859308
4100.0	600.0	2.64664459	-8.31680012	-8.4758234
4100.0	700.0	2.65688872	-9.62985325	-9.92856216
4100.0	800.0	2.66873479	-10.9332476	-11.3652773
4100.0	900.0	2.68216062	-12.2256203	-12.7845469
4100.0	1000.0	2.69714403	-13.5056934	-14.1850624
4150.0	3.0	2.65169144	-0.365316421	0.438691705
4150.0	100.0	2.65199256	-1.64712715	-1.01232207
4150.0	200.0	2.65394783	-2.9683609	-2.50283432
4150.0	300.0	2.65756416	-4.28778648	-3.98604918
4150.0	400.0	2.66283083	-5.60382509	-5.46016312
4150.0	500.0	2.66973472	-6.91493416	-6.92343712
4150.0	600.0	2.67826128	-8.21961021	-8.37420845
4150.0	700.0	2.6883924	-9.51640511	-9.81089973
4150.0	800.0	2.70011067	-10.8039341	-11.2320309
4150.0	900.0	2.71339417	-12.0808773	-12.636219
4150.0	1000.0	2.72822046	-13.3459902	-14.022191
4200.0	3.0	2.68363857	-0.370539486	0.437840283
4200.0	100.0	2.68392777	-1.63573956	-0.996423066
4200.0	200.0	2.68585372	-2.93991661	-2.46977997
4200.0	300.0	2.6894238	-4.24240923	-3.93601608
4200.0	400.0	2.69462848	-5.54169559	-5.39338875
4200.0	500.0	2.70145345	-6.83628225	-6.84021473
4200.0	600.0	2.70988536	-8.12472057	-8.27488613
4200.0	700.0	2.71990728	-9.40560913	-9.69587612
4200.0	800.0	2.73150039	-10.6776066	-11.1017456
4200.0	900.0	2.74464464	-11.9394321	-12.4911594
4200.0	1000.0	2.75931764	-13.1898804	-13.862875
4250.0	3.0	2.71558642	-0.375742525	0.436994612
4250.0	100.0	2.71586299	-1.62471163	-0.980895162
4250.0	200.0	2.71776009	-2.91222	-2.43748236
4250.0	300.0	2.72128558	-4.19816351	-3.88712025
4250.0	400.0	2.72642875	-5.48107147	-5.32812262
4250.0	500.0	2.73317719	-6.75950241	-6.75886154
4250.0	600.0	2.74151707	-8.03205585	-8.17778111
4250.0	700.0	2.75143147	-9.29737473	-9.58339977
4250.0	800.0	2.7629025	-10.5541611	-10.9743261
4250.0	900.0	2.77591062	-11.8011742	-12.3492584
4250.0	1000.0	2.79043221	-13.0373888	-13.7053366
4300.0	3.0	2.7475338	-0.380925715	0.436154425
4300.0	100.0	2.74779868	-1.6140306	-0.96572578
4300.0	200.0	2.74966764	-2.88524628	-2.40591645
4300.0	300.0	2.75314903	-4.15501118	-3.83932304
4300.0	400.0	2.75823307	-5.42190361	-5.26431465
4300.0	500.0	2.76490641	-6.68453217	-6.67931604
4300.0	600.0	2.77315593	-7.94154167	-8.08281994
4300.0	700.0	2.78296518	-9.19161987	-9.47338963
4300.0	800.0	2.7943151	-10.4337339	-10.8471613
4300.0	900.0	2.80718541	-11.6665974	-12.2041626
4300.0	1000.0	2.82155871	-12.8887625	-13.6520805
4350.0	3.0	2.77948141	-0.386089176	0.435319722
4350.0	100.0	2.77973366	-1.60368443	-0.950903118
4350.0	200.0	2.78157568	-2.85897064	-2.37505722
4350.0	300.0	2.78501439	-4.11291838	-3.79254317
4350.0	400.0	2.79003954	-5.36418819	-5.20141029
4350.0	500.0	2.7966392	-6.61145592	-6.59992027
4350.0	600.0	2.80479908	-7.85343266	-7.98647499
4350.0	700.0	2.81450367	-9.08878899	-9.4313736
4350.0	800.0	2.82573771	-10.3161459	-10.8049269
4350.0	900.0	2.83848047	-11.5344534	-12.1624174
4350.0	1000.0	2.85271263	-12.7426071	-13.5027084
4400.0	3.0	2.81142879	-0.390853405	0.475373745
4400.0	100.0	2.81166983	-1.59342813	-0.912909567
4400.0	200.0	2.81348419	-2.83327794	-2.33845329
4400.0	300.0	2.8168807	-4.07187796	-3.75665593
4400.0	400.0	2.82184863	-5.30790043	-5.16596985
4400.0	500.0	2.82837629	-6.54004097	-6.5649004
4400.0	600.0	2.83645034	-7.76702929	-7.95201921
4400.0	700.0	2.84605598	-8.98763657	-9.3259697
4400.0	800.0	2.85717559	-10.2006769	-10.6854706
4400.0	900.0	2.86979198	-11.4050207	-12.0293303
4400.0	1000.0	2.88388443	-12.5995941	-13.3564425
4450.0	3.0	2.84337616	-0.395985663	0.474533707
4450.0	100.0	2.843606	-1.5837028	-0.89873296
