Neutrino Depth [m]	Neutrino Min Angle [degrees]	Neutrino Max Angle [degrees]	Hydrophone Depth [m]	Hydrophone Distance [m]	Time of Arrival [s]	Signal Amplitude	Angle of Departure [degrees]	Angle of Arrival [degrees]	Surface Bounces	Bottom Bounces
1900.0	-63.0	-54.0	1500.0	6400.0	7.95291471	(1.7997091210193883e-10+1.2491082925213441e-10j)	-57.9126663	-58.0717964	2	2
1900.0	-63.0	-54.0	1600.0	6400.0	7.89747524	(2.0396724127052538e-10+1.1742546116483123e-10j)	-57.6583939	-57.7433128	2	2
1900.0	-63.0	-54.0	1700.0	6400.0	7.84231615	(2.3428211658344393e-10+9.310739740373654e-11j)	-57.3998947	-57.4819641	2	2
1900.0	-63.0	-54.0	1800.0	6400.0	7.7873435	(-1.930647113778265e-10+1.900158631587175e-10j)	-57.1375313	-57.14048	2	2
1900.0	-63.0	-54.0	1900.0	6400.0	7.73268414	(1.8502164960471844e-10-2.2344512351274842e-10j)	-56.8706207	-56.8715668	2	2
1900.0	-63.0	-54.0	2000.0	6400.0	7.67819977	(3.05722965989269e-10-6.006796792330161e-11j)	-56.5997543	-56.5560989	2	2
1900.0	-63.0	-54.0	2100.0	6400.0	7.6240387	(3.3417669949053637e-10-9.101869076513304e-12j)	-56.3241119	-56.2143478	2	2
1900.0	-63.0	-54.0	2100.0	6400.0	7.22499657	(4.314906171577402e-09+1.913846607860134e-09j)	-54.1125717	54.0265274	2	1
1900.0	-63.0	-54.0	2200.0	6400.0	7.57011461	(2.9276147017880575e-10+2.0631437588721082e-10j)	-56.0440483	-55.9241638	2	2
1900.0	-63.0	-54.0	2200.0	6400.0	7.27771187	(1.774826551987343e-09+4.036746769198733e-09j)	-54.4213448	54.3333588	2	1
1900.0	-63.0	-54.0	2300.0	6400.0	7.51644754	(5.834805161030972e-11-3.802483537046399e-10j)	-55.7593765	-55.5588341	2	2
1900.0	-63.0	-54.0	2300.0	6400.0	7.33046818	(-6.838669620975978e-10+4.076904865043113e-09j)	-54.7263641	54.5524139	2	1
1900.0	-63.0	-54.0	2400.0	6400.0	7.46306515	(-2.0699186606915538e-10+3.5633593102261175e-10j)	-55.4698524	-55.2591515	2	2
1900.0	-63.0	-54.0	2400.0	6400.0	7.3834095	(-1.5585834930521945e-10-3.857903936141637e-09j)	-55.0268478	54.8513107	2	1
2300.0	-63.0	-54.0	1400.0	6400.0	8.2305069	(-4.1050969982350067e-11+1.4956593453950203e-10j)	-58.9897385	-59.2985268	2	2
2300.0	-63.0	-54.0	1500.0	6400.0	8.17427921	(1.654614110229425e-10-1.5924517504601937e-11j)	-58.7516479	-59.0574417	2	2
2300.0	-63.0	-54.0	1600.0	6400.0	8.1182518	(-8.014028831974729e-11-1.4538750893166822e-10j)	-58.5099831	-58.7455215	2	2
2300.0	-63.0	-54.0	1600.0	6400.0	8.1182518	(-6.078512263509746e-12-1.1027381474673047e-11j)	-58.5097046	-58.7452431	2	2
2300.0	-63.0	-54.0	1700.0	6400.0	8.06248283	(1.5040150361135765e-10-1.1832426864005265e-10j)	-58.2643661	-58.4985199	2	2
2300.0	-63.0	-54.0	1800.0	6400.0	8.0068922	(-6.520774655964635e-11-1.020282768902398e-10j)	-58.0152512	-58.1741028	2	2
2300.0	-63.0	-54.0	1800.0	6400.0	8.0068922	(-4.5542576465207765e-11-7.125862469284143e-11j)	-58.0149689	-58.1738243	2	2
2300.0	-63.0	-54.0	1800.0	6400.0	7.27736425	(3.1098691668658085e-09-3.1265441871101e-09j)	-54.2441025	54.510643	2	1
2300.0	-63.0	-54.0	1900.0	6400.0	7.95159721	(2.152688534777435e-10+4.679678314836224e-11j)	-57.761673	-57.9204559	2	2
2300.0	-63.0	-54.0	1900.0	6400.0	7.33047771	(4.015060154238353e-09+9.826477915226244e-10j)	-54.5490532	54.7278633	2	1
2300.0	-63.0	-54.0	2000.0	6400.0	7.89646149	(-2.1211818076946506e-10+1.0492468277836313e-10j)	-57.5045204	-57.617836	2	2
2300.0	-63.0	-54.0	2000.0	6400.0	7.3837657	(2.041104681077512e-09-3.2809189244498343e-09j)	-54.8495407	54.9726791	2	1
2300.0	-63.0	-54.0	2100.0	6400.0	7.84164	(2.474597343650201e-10-5.701910976466243e-11j)	-57.242897	-57.299366	2	2
2300.0	-63.0	-54.0	2100.0	6400.0	7.43708706	(1.2192775211772377e-09-3.407353345971882e-09j)	-55.1464348	55.236702	2	1
2300.0	-63.0	-54.0	2200.0	6400.0	7.7870326	(1.6165690202552638e-10+2.189177741344288e-10j)	-56.9771805	-57.0254211	2	2
2300.0	-63.0	-54.0	2200.0	6400.0	7.49058723	(-1.0555347592332796e-09+3.210319758566109e-09j)	-55.4389267	55.5256577	2	1
2300.0	-63.0	-54.0	2300.0	6400.0	7.73267126	(1.210186099807545e-10+2.661202981417517e-10j)	-56.7071495	-56.6789894	2	2
2300.0	-63.0	-54.0	2300.0	6400.0	7.54411602	(2.7658161289857486e-09+1.541386742127632e-09j)	-55.7279053	55.7296295	2	1
2300.0	-63.0	-54.0	2400.0	6400.0	7.67857504	(-2.672065505214105e-10-1.6344804530292465e-10j)	-56.4326057	-56.3967896	2	2
2300.0	-63.0	-54.0	2400.0	6400.0	7.59780836	(4.170550571982277e-10-2.9267397647592824e-09j)	-56.0126877	56.0106926	2	1
1900.0	-62.0	-53.0	1600.0	200.0	0.235316932	(0.001905238596484167+0.0009965428139225429j)	-56.2477646	-56.3525696	0	0
2300.0	-62.0	-53.0	2000.0	200.0	0.23429659	(-0.0018501049362380096-0.0010980752254282481j)	-56.2473373	-56.3620529	0	0
2300.0	-62.0	-53.0	1600.0	400.0	0.52504766	(0.0002522773389857186-0.0006551534653483886j)	-60.1298218	-60.347374	0	0
2300.0	-62.0	-53.0	1700.0	400.0	0.469360709	(0.0008286699709628062-9.267198571794873e-05j)	-56.1846695	-56.4158058	0	0
700.0	-62.0	-53.0	1500.0	1600.0	1.79532635	(-2.9552573009155683e-05+4.5768851402305326e-05j)	-53.9541245	53.6308594	1	0
700.0	-62.0	-53.0	1600.0	1600.0	1.84838915	(6.641793808997496e-06-4.944872278408607e-05j)	-55.1736755	54.8451958	1	0
700.0	-62.0	-53.0	1700.0	1600.0	1.90215218	(-1.5366465530345198e-05-4.310642794979009e-05j)	-56.323925	55.9419403	1	0
700.0	-62.0	-53.0	1800.0	1600.0	1.95654678	(2.03225384667272e-05-3.6693030560468147e-05j)	-57.4098206	57.0217667	1	0
700.0	-62.0	-53.0	1900.0	1600.0	2.01154423	(3.0226409460041202e-05-2.3674986064421983e-05j)	-58.4354019	58.000988	1	0
700.0	-62.0	-53.0	2000.0	1600.0	2.06706476	(2.5769773599518547e-05-2.38965112450265e-05j)	-59.4054451	58.9436455	1	0
700.0	-62.0	-53.0	2100.0	1600.0	2.12304831	(-8.44913815409411e-06+3.107655682128766e-05j)	-60.3240242	59.8559837	1	0
700.0	-62.0	-53.0	2200.0	1600.0	2.17947888	(-2.9005155801071555e-05-5.156159853399656e-06j)	-61.1942978	60.7272339	1	0
1100.0	-62.0	-53.0	1400.0	1600.0	1.95878208	(3.973177428417969e-05-1.3463923433294467e-05j)	-57.2194214	57.1404343	1	0
1100.0	-62.0	-53.0	1500.0	1600.0	2.0140748	(-2.6327835642014963e-05-2.8036297351779254e-05j)	-58.2482758	58.1122513	1	0
1100.0	-62.0	-53.0	1600.0	1600.0	2.06987786	(-3.32699798478413e-05-1.16249123294122e-05j)	-59.2217445	59.0718575	1	0
1100.0	-62.0	-53.0	1700.0	1600.0	2.12618303	(2.866998194837402e-05-1.4778675622090298e-05j)	-60.1431046	59.9421539	1	0
1100.0	-62.0	-53.0	1800.0	1600.0	2.18290043	(2.948434978358617e-05-1.9945321481387612e-06j)	-61.0167046	60.8045311	1	0
1100.0	-62.0	-53.0	1900.0	1600.0	2.24003935	(-2.6902596161192926e-05-2.7563873496115893e-06j)	-61.8450851	61.5858231	1	0
1500.0	-62.0	-53.0	1400.0	1600.0	2.18384194	(-2.8207470862148886e-05+8.872135930664117e-06j)	-60.8714256	60.9313049	1	0
1500.0	-62.0	-53.0	1500.0	1600.0	2.24128938	(-2.6317149574757785e-06+2.693712153562428e-05j)	-61.7007561	61.7067871	1	0
700.0	-62.0	-53.0	1400.0	3200.0	3.48839736	(-5.079052958417074e-07-1.5132312100675151e-07j)	-53.2867432	-52.9905396	1	1
1100.0	-62.0	-53.0	1400.0	3200.0	3.70257878	(3.9171627405099747e-07+2.8710788052833108e-08j)	-55.5352631	-55.3769531	1	1
1100.0	-62.0	-53.0	1500.0	3200.0	3.64888597	(-2.0796454130153978e-07+3.6915406791547313e-07j)	-54.9511948	-54.7747803	1	1
1100.0	-62.0	-53.0	1600.0	3200.0	3.59564209	(-4.126510172226679e-07+1.99288150628872e-07j)	-54.3489532	-54.0917435	1	1
1100.0	-62.0	-53.0	1700.0	3200.0	3.54293203	(2.1151757401399538e-07+4.4671459180483005e-07j)	-53.7270012	-53.4502831	1	1
1100.0	-62.0	-53.0	1800.0	3200.0	3.49072599	(-2.582759333167452e-07+4.67551153893857e-07j)	-53.0856056	-52.7782631	1	1
1500.0	-62.0	-53.0	1400.0	3200.0	3.92148089	(-2.809806460635912e-07+7.266073886054103e-08j)	-57.5541382	-57.5632477	1	1
1500.0	-62.0	-53.0	1500.0	3200.0	3.86637163	(1.1340848916733496e-07+2.91972125350536e-07j)	-57.0308228	-57.0244751	1	1
1500.0	-62.0	-53.0	1600.0	3200.0	3.81166887	(2.091752858588361e-08-3.3811913025683747e-07j)	-56.4915047	-56.4150848	1	1
1500.0	-62.0	-53.0	1700.0	3200.0	3.75741172	(1.380399956033643e-07+3.3847179872283727e-07j)	-55.9352798	-55.8433266	1	1
1500.0	-62.0	-53.0	1800.0	3200.0	3.70357609	(3.4785045247677656e-07+1.8808592185915305e-07j)	-55.3618317	-55.1930237	1	1
1500.0	-62.0	-53.0	1900.0	3200.0	3.65023875	(-4.2540257294849537e-07-3.252925198849907e-08j)	-54.7697792	-54.584301	1	1
1500.0	-62.0	-53.0	2000.0	3200.0	3.59735036	(-8.179041270654889e-08-4.5407070830257956e-07j)	-54.1590576	-53.9305801	1	1
1500.0	-62.0	-53.0	2100.0	3200.0	3.54500389	(-3.701071346457408e-07+3.3419905755349927e-07j)	-53.5279617	-53.2171326	1	1
1900.0	-62.0	-53.0	1400.0	3200.0	4.14414215	(1.9312717311150005e-07-9.253129018843889e-08j)	-59.3676147	-59.5250702	1	1
1900.0	-62.0	-53.0	1500.0	3200.0	4.08783293	(-1.248181838914122e-07-1.94613365608845e-07j)	-58.8974228	-59.0417557	1	1
1900.0	-62.0	-53.0	1600.0	3200.0	4.03189421	(1.744931988392186e-07+1.791068118704398e-07j)	-58.4132156	-58.4960251	1	1
1900.0	-62.0	-53.0	1700.0	3200.0	3.97633028	(4.195922872418726e-08+2.6661897735650736e-07j)	-57.9144821	-57.9850426	1	1
1900.0	-62.0	-53.0	1800.0	3200.0	3.921139	(2.9171161666367196e-07+1.2795637981460367e-08j)	-57.4007263	-57.4031105	1	1
1900.0	-62.0	-53.0	1900.0	3200.0	3.86637616	(2.7821754221553324e-07+1.4794820730695683e-07j)	-56.8709488	-56.8612633	1	1
1900.0	-62.0	-53.0	2000.0	3200.0	3.81199741	(-3.264632603651447e-07-9.78172601112539e-08j)	-56.3250237	-56.2891083	1	1
1900.0	-62.0	-53.0	2100.0	3200.0	3.75809908	(3.682046404188921e-07+1.0103388886636486e-08j)	-55.7614098	-55.6476898	1	1
1900.0	-62.0	-53.0	2200.0	3200.0	3.70461893	(3.9720637354226485e-07+1.9696914657878056e-08j)	-55.1801605	-55.0444794	1	1
1900.0	-62.0	-53.0	2300.0	3200.0	3.65162611	(2.0284706785775024e-07-3.794147745345908e-07j)	-54.5799179	-54.3689499	1	1
1900.0	-62.0	-53.0	2400.0	3200.0	3.59911346	(-2.867120858231902e-07-3.654701405264499e-07j)	-53.9601173	-53.7254105	1	1
2300.0	-62.0	-53.0	1400.0	3200.0	4.36982536	(9.21150063950979e-08-1.2817573840611497e-07j)	-61.0029755	-61.2907486	1	1
2300.0	-62.0	-53.0	1500.0	3200.0	4.31249571	(1.4374401330609805e-07+9.160738218817956e-08j)	-60.5792313	-60.8559074	1	1
2300.0	-62.0	-53.0	1600.0	3200.0	4.25550556	(1.0258674036799636e-07-1.5316954050100436e-07j)	-60.1432037	-60.365242	1	1
2300.0	-62.0	-53.0	1700.0	3200.0	4.19883251	(-9.584142646869308e-08-1.7443146334532842e-07j)	-59.694664	-59.9071655	1	1
2300.0	-62.0	-53.0	1800.0	3200.0	4.14249229	(9.728023693175679e-08+1.9209487699529985e-07j)	-59.2330551	-59.3843918	1	1
2300.0	-62.0	-53.0	1900.0	3200.0	4.0865221	(-2.1028935510933163e-07+9.896938158470765e-08j)	-58.7576065	-58.9005356	1	1
2300.0	-62.0	-53.0	2000.0	3200.0	4.03088427	(-1.784093725898703e-07+1.7711435842246256e-07j)	-58.2682076	-58.3766556	1	1
2300.0	-62.0	-53.0	2100.0	3200.0	3.97567558	(-2.2694445795370996e-07-1.4939897887001806e-07j)	-57.7634621	-57.8188705	1	1
2300.0	-62.0	-53.0	2100.0	3200.0	3.57371902	(-4.001162011554039e-06-6.208428241581948e-07j)	-53.4497719	53.556366	1	0
2300.0	-62.0	-53.0	2200.0	3200.0	3.92081213	(1.2705337465688916e-07+2.6449332598144373e-07j)	-57.2436447	-57.2810669	1	1
2300.0	-62.0	-53.0	2200.0	3200.0	3.62620068	(-3.7415464525406586e-06+4.0117697755859545e-07j)	-54.0815887	54.1727905	1	0
2300.0	-62.0	-53.0	2300.0	3200.0	3.86638165	(2.955226658994493e-07-1.1585693815249154e-07j)	-56.7073631	-56.6785126	1	1
2300.0	-62.0	-53.0	2300.0	3200.0	3.67897129	(7.055829553162597e-07+3.434288955648053e-06j)	-54.695694	54.7081146	1	0
2300.0	-62.0	-53.0	2400.0	3200.0	3.81235623	(-3.0458498643703234e-07-1.5720266203046603e-07j)	-56.154335	-56.1072769	1	1
2300.0	-62.0	-53.0	2400.0	3200.0	3.73208261	(-2.986739440036448e-06+1.2980514767693288e-06j)	-55.2919083	55.2902832	1	0
700.0	-62.0	-53.0	1400.0	6400.0	7.35006189	(-3.999045389726739e-10+2.3716141226437323e-10j)	-55.4112282	-55.0920105	2	2
700.0	-62.0	-53.0	1500.0	6400.0	7.29647923	(4.941334089859384e-10-5.908103223908631e-11j)	-55.1188278	-54.7919846	2	2
700.0	-62.0	-53.0	1600.0	6400.0	7.24311352	(3.813125572377404e-10+3.744588905858926e-10j)	-54.8219872	-54.4062462	2	2
700.0	-62.0	-53.0	1700.0	6400.0	7.19010448	(-3.34124785695871e-10+4.6419834935567614e-10j)	-54.5198135	-54.0960693	2	2
700.0	-62.0	-53.0	1800.0	6400.0	7.1373148	(5.158519862936558e-10+3.3203846761802437e-10j)	-54.2130203	-53.7614288	2	2
700.0	-62.0	-53.0	1900.0	6400.0	7.08489943	(-6.491897070725068e-10+1.0285705500733457e-10j)	-53.9006042	-53.3746109	2	2
700.0	-62.0	-53.0	2000.0	6400.0	7.03275442	(5.710453860868499e-10+4.146164737619628e-10j)	-53.5835876	-53.0063362	2	2
700.0	-62.0	-53.0	2100.0	6400.0	6.98093414	(-5.930441425364057e-10-4.699315127287217e-10j)	-53.2605705	-52.591835	2	2
1100.0	-62.0	-53.0	1400.0	6400.0	7.56808186	(3.0640850444613505e-10-1.7743471512450926e-10j)	-56.3769836	-56.2264137	2	2
1100.0	-62.0	-53.0	1500.0	6400.0	7.51375771	(3.7613891530398343e-10+4.7501288278758294e-11j)	-56.0993958	-55.9424171	2	2
1100.0	-62.0	-53.0	1600.0	6400.0	7.45964432	(2.486017667023844e-10-3.2250232848717027e-10j)	-55.8175659	-55.5771179	2	2
1100.0	-62.0	-53.0	1700.0	6400.0	7.40585995	(-4.2453244306490103e-10+9.89983867358036e-11j)	-55.5308075	-55.2842026	2	2
1100.0	-62.0	-53.0	1800.0	6400.0	7.352283	(3.551989447237078e-10-3.0511544559949615e-10j)	-55.2396851	-54.9051056	2	2
1100.0	-62.0	-53.0	1900.0	6400.0	7.29905796	(-4.995912154086182e-10-4.0269189227569423e-11j)	-54.9433212	-54.6022339	2	2
1100.0	-62.0	-53.0	2000.0	6400.0	7.24604368	(3.6720718029922263e-10-3.932823351162965e-10j)	-54.6424179	-54.2570953	2	2
1100.0	-62.0	-53.0	2100.0	6400.0	7.19337797	(-5.755275146685622e-10-4.358611282960377e-11j)	-54.3360901	-53.8642426	2	2
1100.0	-62.0	-53.0	2200.0	6400.0	7.1410017	(5.38742532309005e-10-3.0279662961028146e-10j)	-54.0245972	-53.5383224	2	2
1100.0	-62.0	-53.0	2300.0	6400.0	7.08890629	(-2.1878539881310367e-10+6.265078365769999e-10j)	-53.7078819	-53.1309586	2	2
1100.0	-62.0	-53.0	2400.0	6400.0	7.03718376	(-4.746324607066613e-10+5.28726040213076e-10j)	-53.3858032	-52.7928429	2	2
1500.0	-62.0	-53.0	1400.0	6400.0	7.78768444	(1.6200670501352941e-10-2.1502548917489098e-10j)	-57.2941055	-57.3033752	2	2
1500.0	-62.0	-53.0	1500.0	6400.0	7.73267317	(1.9162224767947114e-10+2.1549637272407971e-10j)	-57.0304871	-57.0345306	2	2
1500.0	-62.0	-53.0	1600.0	6400.0	7.67787075	(1.0561747753482372e-10+2.912009462699275e-10j)	-56.7628555	-56.6882935	2	2
1500.0	-62.0	-53.0	1700.0	6400.0	7.62337112	(-1.314182474618104e-10-3.04573518319322e-10j)	-56.490654	-56.4116402	2	2
1500.0	-62.0	-53.0	1800.0	6400.0	7.569067	(-8.418833254396695e-11+3.462869908391714e-10j)	-56.2143402	-56.0519905	2	2
1500.0	-62.0	-53.0	1900.0	6400.0	7.51509666	(-3.655700317523436e-10-1.0929889992735634e-10j)	-55.9331436	-55.7666473	2	2
1500.0	-62.0	-53.0	2000.0	6400.0	7.46131706	(3.993596332705972e-10+9.193852199234409e-11j)	-55.6477127	-55.4349289	2	2
1500.0	-62.0	-53.0	2100.0	6400.0	7.40787363	(3.175039776161659e-10+3.03948290201681e-10j)	-55.3571892	-55.0705261	2	2
1500.0	-62.0	-53.0	2100.0	6400.0	7.01483917	(6.142430329538664e-09+3.384548290640967e-11j)	-53.0236168	52.7488785	2	1
1500.0	-62.0	-53.0	2200.0	6400.0	7.35469151	(-2.1559991832954467e-10-4.1849749038478363e-10j)	-55.0618896	-54.7630348	2	2
1500.0	-62.0	-53.0	2200.0	6400.0	7.06667662	(5.2793581935384585e-09+2.2757851202299974e-09j)	-53.3495407	53.0076904	2	1
1500.0	-62.0	-53.0	2300.0	6400.0	7.30177784	(-5.031073336716285e-10-5.0073168899348814e-11j)	-54.761673	-54.3774261	2	2
1500.0	-62.0	-53.0	2300.0	6400.0	7.11859655	(4.919350634507385e-09+2.1904162613540705e-09j)	-53.6715813	53.3099747	2	1
1500.0	-62.0	-53.0	2400.0	6400.0	7.24917126	(-2.3045447701174207e-10-4.899808052062472e-10j)	-54.4562378	-54.0590363	2	2
1500.0	-62.0	-53.0	2400.0	6400.0	7.17072105	(4.831505175976822e-09-1.4263705745951508e-09j)	-53.9887314	53.5646591	2	1
1900.0	-62.0	-53.0	1400.0	6400.0	8.00855637	(1.9227240270648754e-10+6.95442323980702e-11j)	-58.1631393	-58.3263512	2	2
1900.0	-62.0	-53.0	1500.0	6400.0	7.95291519	(1.8886859053522485e-10+1.1099909588989519e-10j)	-57.9126701	-58.0718002	2	2
1900.0	-62.0	-53.0	1600.0	6400.0	7.89747572	(2.1223298215543003e-10+1.0172733996021252e-10j)	-57.6583977	-57.7433167	2	2
1900.0	-62.0	-53.0	1700.0	6400.0	7.84231615	(2.3428202917430814e-10+9.310722061171229e-11j)	-57.3998947	-57.4819641	2	2
1900.0	-62.0	-53.0	1800.0	6400.0	7.78734303	(-2.0655430839668189e-10+1.7525780932161803e-10j)	-57.1375313	-57.1404762	2	2
1900.0	-62.0	-53.0	1800.0	6400.0	7.06773949	(-5.744709204665027e-09+2.519686374168134e-10j)	-53.1596184	53.1892509	2	1
1900.0	-62.0	-53.0	1900.0	6400.0	7.73268318	(2.1648919365404567e-10-1.93114672294621e-10j)	-56.8706131	-56.8715591	2	2
1900.0	-62.0	-53.0	1900.0	6400.0	7.12000608	(2.5479082037631796e-09-4.7457789761405756e-09j)	-53.4817772	53.4871674	2	1
1900.0	-62.0	-53.0	2000.0	6400.0	7.67819977	(3.057024833469312e-10-6.006428158320352e-11j)	-56.5997543	-56.5706787	2	2
1900.0	-62.0	-53.0	2000.0	6400.0	7.1724782	(4.972315441796372e-09+8.05396459266883e-10j)	-53.7991028	53.752121	2	1
1900.0	-62.0	-53.0	2100.0	6400.0	7.62403822	(3.3391321020077423e-10+1.609628816346299e-11j)	-56.3241043	-56.214344	2	2
1900.0	-62.0	-53.0	2100.0	6400.0	7.22499657	(4.314906500640492e-09+1.913843959701319e-09j)	-54.1125717	54.026535	2	1
1900.0	-62.0	-53.0	2200.0	6400.0	7.57011461	(2.9276141265969897e-10+2.0631410591879156e-10j)	-56.0440483	-55.9241638	2	2
1900.0	-62.0	-53.0	2200.0	6400.0	7.27771187	(1.774825548346856e-09+4.036744486472858e-09j)	-54.4213486	54.3333588	2	1
1900.0	-62.0	-53.0	2300.0	6400.0	7.51644754	(5.834782975439979e-11-3.802482803273246e-10j)	-55.7593765	-55.5588303	2	2
1900.0	-62.0	-53.0	2300.0	6400.0	7.33046818	(-6.838654974964241e-10+4.0769092186622616e-09j)	-54.726368	54.5524139	2	1
1900.0	-62.0	-53.0	2400.0	6400.0	7.4630661	(-1.5171424639115096e-10+3.831494796233857e-10j)	-55.4698563	-55.2591553	2	2
1900.0	-62.0	-53.0	2400.0	6400.0	7.38340902	(1.3519012736328056e-10-3.85868348468863e-09j)	-55.0268478	54.8513107	2	1
2300.0	-62.0	-53.0	1400.0	6400.0	8.23050594	(-6.30538670125052e-11+1.4170179335670022e-10j)	-58.9897385	-59.2985306	2	2
2300.0	-62.0	-53.0	1500.0	6400.0	8.17427921	(1.6546140240618708e-10-1.5924607035506998e-11j)	-58.7516479	-59.0574417	2	2
2300.0	-62.0	-53.0	1500.0	6400.0	7.11861134	(-1.7626605951719142e-09-5.087917355192321e-09j)	-53.3048096	53.6766129	2	1
2300.0	-62.0	-53.0	1600.0	6400.0	8.1182518	(-3.229819704885028e-11-5.859432673208126e-11j)	-58.5101395	-58.7456779	2	2
2300.0	-62.0	-53.0	1600.0	6400.0	8.1182518	(-5.392059702797559e-11-9.782060610020459e-11j)	-58.509861	-58.7453957	2	2
2300.0	-62.0	-53.0	1600.0	6400.0	7.17143297	(2.7944411213040496e-09+4.185604045238325e-09j)	-53.6220016	53.9860764	2	1
2300.0	-62.0	-53.0	1700.0	6400.0	8.06248283	(1.5040155133775236e-10-1.1832417449220313e-10j)	-58.2643661	-58.4985199	2	2
2300.0	-62.0	-53.0	1700.0	6400.0	7.22430515	(-2.820348255712568e-09+3.7837891192998806e-09j)	-53.9353485	54.2095642	2	1
2300.0	-62.0	-53.0	1800.0	6400.0	8.0068922	(-3.762909673156138e-12-5.887699976084723e-12j)	-58.0154076	-58.1742592	2	2
2300.0	-62.0	-53.0	1800.0	6400.0	8.0068922	(-1.069874162387881e-10-1.6739926936865824e-10j)	-58.0151253	-58.1739807	2	2
2300.0	-62.0	-53.0	1800.0	6400.0	7.27736425	(3.1098687385537457e-09-3.1265404835698066e-09j)	-54.2441025	54.510643	2	1
2300.0	-62.0	-53.0	1900.0	6400.0	7.95159626	(2.0591920760031326e-10+7.828130330113172e-11j)	-57.7616653	-57.9204521	2	2
2300.0	-62.0	-53.0	1900.0	6400.0	7.33047771	(4.015059682252118e-09+9.826453733356068e-10j)	-54.5490494	54.7278633	2	1
2300.0	-62.0	-53.0	2000.0	6400.0	7.89646244	(-1.9414361102674907e-10+1.3528249074476463e-10j)	-57.5045242	-57.6317444	2	2
2300.0	-62.0	-53.0	2000.0	6400.0	7.38376617	(1.7931564653768613e-09-3.421801478112667e-09j)	-54.8495407	54.9828949	2	1
2300.0	-62.0	-53.0	2100.0	6400.0	7.84164047	(2.4257984935670123e-10-7.511635809998226e-11j)	-57.2429008	-57.2993698	2	2
2300.0	-62.0	-53.0	2100.0	6400.0	7.43708611	(1.7123072989422527e-09-3.188214076098428e-09j)	-55.146431	55.2366943	2	1
2300.0	-62.0	-53.0	2200.0	6400.0	7.78703213	(1.4506933451578854e-10+2.302451606171336e-10j)	-56.9771805	-57.025425	2	2
2300.0	-62.0	-53.0	2200.0	6400.0	7.49058676	(-1.2894546289961105e-09+3.123719996222428e-09j)	-55.4389267	55.5256538	2	1
2300.0	-62.0	-53.0	2300.0	6400.0	7.73267078	(1.0062916999115766e-10+2.7448029562439593e-10j)	-56.7071457	-56.6789856	2	2
2300.0	-62.0	-53.0	2300.0	6400.0	7.54411602	(2.7658162477256395e-09+1.5413848469122589e-09j)	-55.7279015	55.7296295	2	1
2300.0	-62.0	-53.0	2400.0	6400.0	7.67857456	(-2.54135446646801e-10-1.8311133462643725e-10j)	-56.4326057	-56.3967896	2	2
2300.0	-62.0	-53.0	2400.0	6400.0	7.59780788	(6.3633404133061e-10-2.887010468221583e-09j)	-56.0126839	56.0106888	2	1
1900.0	-61.0	-52.0	1600.0	200.0	0.235316932	(0.001905238596484167+0.0009965428139225429j)	-56.2477646	-56.3525696	0	0
2300.0	-61.0	-52.0	2000.0	200.0	0.23429659	(-0.0018501049362380096-0.0010980752254282481j)	-56.2473373	-56.3620529	0	0
2300.0	-61.0	-52.0	1600.0	400.0	0.5250476	(0.00025844074210326716-0.0006527468033274358j)	-60.1298218	-60.3473663	0	0
2300.0	-61.0	-52.0	1700.0	400.0	0.46936065	(0.0008294932994182047-8.498825993600354e-05j)	-56.1846695	-56.415802	0	0
700.0	-61.0	-52.0	1400.0	1600.0	1.7430476	(-2.1858910365495468e-05+5.520930541982455e-05j)	-52.6594124	52.345459	1	0
700.0	-61.0	-52.0	1500.0	1600.0	1.79532623	(-3.0409975458667497e-05+4.520367247124397e-05j)	-53.9541168	53.6308556	1	0
700.0	-61.0	-52.0	1600.0	1600.0	1.84838927	(5.708583563895001e-06-4.956513378739234e-05j)	-55.1736717	54.8451958	1	0
700.0	-61.0	-52.0	1700.0	1600.0	1.90215218	(-1.5366465667985632e-05-4.310642833590279e-05j)	-56.323925	55.9419403	1	0
700.0	-61.0	-52.0	1800.0	1600.0	1.9565469	(1.9627325193274032e-05-3.706956660268066e-05j)	-57.4098206	57.0217667	1	0
700.0	-61.0	-52.0	1900.0	1600.0	2.01154423	(3.0226412116251452e-05-2.3674988144911914e-05j)	-58.4354095	58.0009918	1	0
700.0	-61.0	-52.0	2000.0	1600.0	2.06706452	(2.6658685122127076e-05-2.2913901245177532e-05j)	-59.4054375	58.94561	1	0
700.0	-61.0	-52.0	2100.0	1600.0	2.12304831	(-8.449139722349562e-06+3.107656258944753e-05j)	-60.324028	59.8559837	1	0
1100.0	-61.0	-52.0	1400.0	1600.0	1.95878208	(3.9731766332611155e-05-1.346392073874302e-05j)	-57.2194214	57.1404343	1	0
1100.0	-61.0	-52.0	1500.0	1600.0	2.01407456	(-2.5252442473378068e-05-2.9008685363595067e-05j)	-58.2482758	58.1122475	1	0
1100.0	-61.0	-52.0	1600.0	1600.0	2.06987786	(-3.326998594877244e-05-1.1624914461147472e-05j)	-59.2217484	59.0718536	1	0
1100.0	-61.0	-52.0	1700.0	1600.0	2.12618327	(2.80925974220571e-05-1.584875028023495e-05j)	-60.1431122	59.9421577	1	0
1500.0	-61.0	-52.0	1400.0	1600.0	2.18384194	(-2.820746556789685e-05+8.872134265455493e-06j)	-60.8714371	60.9313126	1	0
